Amount,Date,Client,Registrant,Purpose,To Subcontractor,Source,Record ID
99.77,12/31/10*,The Embassy of Sri Lanka,Patton Boggs LLP,Long Distance Telephone,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108500
4.00,12/31/10*,The Embassy of Sri Lanka,Patton Boggs LLP,Duplicating,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108501
444.75,12/31/10*,The Embassy of Sri Lanka,Patton Boggs LLP,Local Transportation,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108502
238.20,12/31/10*,The Embassy of Sri Lanka,Patton Boggs LLP,Client Subsistence - Meals,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108503
305.00,12/31/10*,The Embassy of Sri Lanka,Patton Boggs LLP,Court Costs/Filing Fees,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108504
10000.00,12/31/10*,The Embassy of Sri Lanka,Patton Boggs LLP,Professional Fees - Outside,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108505
209.89,12/31/10*,The Embassy of Sri Lanka,Patton Boggs LLP,Publications,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108506
25.44,12/31/10*,The Embassy of Sri Lanka,Patton Boggs LLP,Courier,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108507
589.49,12/31/10*,The Embassy of Sri Lanka,Patton Boggs LLP,Cellular Telephone Charges,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108508
156.06,12/31/10*,The Embassy of Sri Lanka,Patton Boggs LLP,Outside Long Distance,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108509
478.70,12/31/10*,The Embassy of Sri Lanka,Patton Boggs LLP,Travel,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108510
0.98,12/31/10*,Government of the Republic of Cyprus,Patton Boggs LLP,Long Distance Telephone,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108511
1823.25,12/31/10*,Government of the Republic of Cyprus,Patton Boggs LLP,Duplicating,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108512
270.75,12/31/10*,Government of the Republic of Cyprus,Patton Boggs LLP,Local Transportation,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108513
333.15,12/31/10*,Government of the Republic of Cyprus,Patton Boggs LLP,Client Travel - Meals,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108514
4907.53,12/31/10*,Government of the Republic of Cyprus,Patton Boggs LLP,Client Travel - Other,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108515
735.10,12/31/10*,Government of the Republic of Cyprus,Patton Boggs LLP,Client Subsistence - Meals,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108516
1402.64,12/31/10*,Government of the Republic of Cyprus,Patton Boggs LLP,Subscriptions,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108517
305.00,12/31/10*,Government of the Republic of Cyprus,Patton Boggs LLP,Court Costs/Filing Fees,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108518
312089.10,12/31/10*,Government of the Republic of Cyprus,Patton Boggs LLP,Professional Fees - Outside,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108519
6.23,12/31/10*,Government of the Republic of Cyprus,Patton Boggs LLP,Postage,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108520
209.87,12/31/10*,Government of the Republic of Cyprus,Patton Boggs LLP,Publications,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108521
54.06,12/31/10*,Government of the Republic of Cyprus,Patton Boggs LLP,Courier,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108522
589.49,12/31/10*,Government of the Republic of Cyprus,Patton Boggs LLP,Cellular Telephone Charges,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108523
750.00,12/31/10*,Government of the Republic of Cyprus,Patton Boggs LLP,Conferences/Seminars,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108524
25.92,12/31/10*,Government of the Republic of Cyprus,Patton Boggs LLP,PACER,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108525
5799.50,12/31/10*,Government of the Republic of Cyprus,Patton Boggs LLP,Travel,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108526
193.46,12/31/10*,Government of the Republic of Cyprus,Patton Boggs LLP,Secretary Overtime,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108527
122.42,12/31/10*,Government of the Republic of Cyprus,Patton Boggs LLP,Courier,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108528
142.36,12/31/10*,Government of the State of Qatar,Patton Boggs LLP,Long Distance Telephone,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108529
121.00,12/31/10*,Government of the State of Qatar,Patton Boggs LLP,Duplicating,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108530
392.65,12/31/10*,Government of the State of Qatar,Patton Boggs LLP,Client Travel - Meals,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108531
12938.49,12/31/10*,Government of the State of Qatar,Patton Boggs LLP,Client Travel - Other,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108532
305.00,12/31/10*,Government of the State of Qatar,Patton Boggs LLP,Court Costs/Filing Fees,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108533
156.25,12/31/10*,Government of the State of Qatar,Patton Boggs LLP,Translation Services,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108534
556.39,12/31/10*,Government of the State of Qatar,Patton Boggs LLP,Outside Duplicating,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108535
25025.00,12/31/10*,Government of the State of Qatar,Patton Boggs LLP,Professional Fees - Outside,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108536
5.00,12/31/10*,Government of the State of Qatar,Patton Boggs LLP,Facsimile Charges,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108537
95.71,12/31/10*,Government of the State of Qatar,Patton Boggs LLP,Postage,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108538
48.77,12/31/10*,Government of the State of Qatar,Patton Boggs LLP,Cellular Telephone Charges,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108539
64.13,12/31/10*,Government of the State of Qatar,Patton Boggs LLP,Outside Long Distance,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108540
866.48,12/31/10*,Government of the State of Qatar,Patton Boggs LLP,Secretary Overtime,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108541
7.98,12/31/10*,Government of the State of Qatar,Patton Boggs LLP,Courier,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108542
1.30,12/31/10*,The Royal Embassy of Saudi Arabia (through Qorvis Communications),Patton Boggs LLP,Long Distance Telephone,Qorvis Communications LLC,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108543
17.75,12/31/10*,The Royal Embassy of Saudi Arabia (through Qorvis Communications),Patton Boggs LLP,Duplicating,Qorvis Communications LLC,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108544
20.00,12/31/10*,The Royal Embassy of Saudi Arabia (through Qorvis Communications),Patton Boggs LLP,Local Transportation,Qorvis Communications LLC,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108545
115.49,12/31/10*,The Royal Embassy of Saudi Arabia (through Qorvis Communications),Patton Boggs LLP,Client Subsistence - Meals,Qorvis Communications LLC,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108546
90.59,12/31/10*,The Royal Embassy of Saudi Arabia (through Qorvis Communications),Patton Boggs LLP,Subscriptions,Qorvis Communications LLC,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108547
305.00,12/31/10*,The Royal Embassy of Saudi Arabia (through Qorvis Communications),Patton Boggs LLP,Court Costs/Filing Fees,Qorvis Communications LLC,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108548
2314.11,12/31/10*,The Royal Embassy of Saudi Arabia (through Qorvis Communications),Patton Boggs LLP,Lexis-Nexis/Library Research Time,Qorvis Communications LLC,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108549
3.32,12/31/10*,The Royal Embassy of Saudi Arabia (through Qorvis Communications),Patton Boggs LLP,Postage,Qorvis Communications LLC,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108550
893.69,12/31/10*,The Royal Embassy of Saudi Arabia (through Qorvis Communications),Patton Boggs LLP,Secretary Overtime,Qorvis Communications LLC,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108551
432.78,12/31/10*,The Royal Embassy of Saudi Arabia (through Qorvis Communications),Patton Boggs LLP,Other Staff Overtime,Qorvis Communications LLC,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108552
7.76,12/31/10*,Order of Malta,Patton Boggs LLP,Long Distance Telephone,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108553
62.25,12/31/10*,Order of Malta,Patton Boggs LLP,Duplicating,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108554
63.63,12/31/10*,Order of Malta,Patton Boggs LLP,Local Transportation,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108555
437.56,12/31/10*,Order of Malta,Patton Boggs LLP,Client Travel - Meals,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108556
1834.25,12/31/10*,Order of Malta,Patton Boggs LLP,Client Travel - Other,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108557
152.62,12/31/10*,Order of Malta,Patton Boggs LLP,Client Subsistence - Meals,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108558
350.00,12/31/10*,Order of Malta,Patton Boggs LLP,Court Costs/Filing Fees,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108559
3.00,12/31/10*,Order of Malta,Patton Boggs LLP,Outside Duplicating,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108560
5.00,12/31/10*,Order of Malta,Patton Boggs LLP,Facsimile Charges,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108561
69.55,12/31/10*,Order of Malta,Patton Boggs LLP,Miscellaneous Firm/Client Expense,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108562
53.14,12/31/10*,Order of Malta,Patton Boggs LLP,Postage,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108563
99.96,12/31/10*,Order of Malta,Patton Boggs LLP,Publications,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108564
487.00,12/31/10*,Order of Malta,Patton Boggs LLP,Recording/Serving Fees,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108565
58.65,12/31/10*,Order of Malta,Patton Boggs LLP,Outside Research/FOIA Requests,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108566
260.01,12/31/10*,Order of Malta,Patton Boggs LLP,Westlaw Research,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108567
7.36,12/31/10*,Order of Malta,Patton Boggs LLP,PACER,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108568
1500.00,12/31/10*,Order of Malta,Patton Boggs LLP,Travel,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108569
2.12,12/31/10*,Order of Malta,Patton Boggs LLP,Library Research Time,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108570
88.83,12/31/10*,Order of Malta,Patton Boggs LLP,Secretary Overtime,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108571
235.06,12/31/10*,Order of Malta,Patton Boggs LLP,Courier,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108572
97.26,12/31/10*,Order of Malta,Patton Boggs LLP,Paralegal Overtime,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108573
5.29,12/31/10*,Government of the People's Republic of China,Patton Boggs LLP,Long Distance Telephone,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108574
21.00,12/31/10*,Government of the People's Republic of China,Patton Boggs LLP,Duplicating,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108575
248.34,12/31/10*,Government of the People's Republic of China,Patton Boggs LLP,Local Transportation,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108576
319.28,12/31/10*,Government of the People's Republic of China,Patton Boggs LLP,Client Travel - Meals,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108577
6851.87,12/31/10*,Government of the People's Republic of China,Patton Boggs LLP,Client Travel - Other,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108578
320.18,12/31/10*,Government of the People's Republic of China,Patton Boggs LLP,Client Subsistence - Meals,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108579
425.77,12/31/10*,Government of the People's Republic of China,Patton Boggs LLP,Subscriptions,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108580
305.00,12/31/10*,Government of the People's Republic of China,Patton Boggs LLP,Court Costs/Filing Fees,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108581
3608.34,12/31/10*,Government of the People's Republic of China,Patton Boggs LLP,Dues,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108582
8173.33,12/31/10*,Government of the People's Republic of China,Patton Boggs LLP,Professional Fees - Outside,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108583
3.08,12/31/10*,Government of the People's Republic of China,Patton Boggs LLP,Postage,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108584
1000.00,12/31/10*,Government of the People's Republic of China,Patton Boggs LLP,Publications,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108585
31.80,12/31/10*,Government of the People's Republic of China,Patton Boggs LLP,Courier,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108586
15.16,12/31/10*,Government of the People's Republic of China,Patton Boggs LLP,Courier,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108587
15.04,12/31/10*,The Government of Albania,Patton Boggs LLP,Long Distance Telephone,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108588
9.75,12/31/10*,The Government of Albania,Patton Boggs LLP,Duplicating,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108589
83.00,12/31/10*,The Government of Albania,Patton Boggs LLP,Local Transportation,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108590
566.25,12/31/10*,The Government of Albania,Patton Boggs LLP,Client Travel - Meals,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108591
18096.92,12/31/10*,The Government of Albania,Patton Boggs LLP,Client Travel - Other,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108592
179.25,12/31/10*,The Government of Albania,Patton Boggs LLP,Client Subsistence - Meals,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108593
305.00,12/31/10*,The Government of Albania,Patton Boggs LLP,Court Costs/Filing Fees,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108594
750.00,12/31/10*,The Government of Albania,Patton Boggs LLP,Miscellaneous Firm/Client Expense,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108595
84.80,12/31/10*,The Government of Albania,Patton Boggs LLP,Courier,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108596
110.14,12/31/10*,The Government of Albania,Patton Boggs LLP,Outside Long Distance,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108597
9155.22,12/31/10*,The Government of Albania,Patton Boggs LLP,Travel,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108598
23.04,12/31/10*,The Government of Albania,Patton Boggs LLP,Secretary Overtime,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108599
16.78,12/31/10*,The Government of Albania,Patton Boggs LLP,Courier,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108600
61.59,12/31/10*,Embassy of Ecuador,Patton Boggs LLP,Long Distance Telephone,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108601
361.00,12/31/10*,Embassy of Ecuador,Patton Boggs LLP,Duplicating,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108602
649.42,12/31/10*,Embassy of Ecuador,Patton Boggs LLP,Local Transportation,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108603
564.49,12/31/10*,Embassy of Ecuador,Patton Boggs LLP,Client Travel - Meals,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108604
14297.54,12/31/10*,Embassy of Ecuador,Patton Boggs LLP,Client Travel - Other,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108605
273.78,12/31/10*,Embassy of Ecuador,Patton Boggs LLP,Client Subsistence - Meals,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108606
754.68,12/31/10*,Embassy of Ecuador,Patton Boggs LLP,Subscriptions,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108607
305.00,12/31/10*,Embassy of Ecuador,Patton Boggs LLP,Court Costs/Filing Fees,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108608
352.17,12/31/10*,Embassy of Ecuador,Patton Boggs LLP,Courier,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108609
0.40,12/31/10*,Embassy of Ecuador,Patton Boggs LLP,PACER,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108610
18.47,12/31/10*,Federal Republic of Nigeria,Patton Boggs LLP,Long Distance Telephone,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108611
1.00,12/31/10*,Federal Republic of Nigeria,Patton Boggs LLP,Duplicating,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108612
224.25,12/31/10*,Federal Republic of Nigeria,Patton Boggs LLP,Local Transportation,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108613
200.00,12/31/10*,Federal Republic of Nigeria,Patton Boggs LLP,Client Subsistence - Meals,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108614
40.59,12/31/10*,Federal Republic of Nigeria,Patton Boggs LLP,Subscriptions,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108615
715.00,12/31/10*,Federal Republic of Nigeria,Patton Boggs LLP,Court Costs/Filing Fees,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108616
200000.00,12/31/10*,Federal Republic of Nigeria,Patton Boggs LLP,Professional Fees - Outside,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108617
5.00,12/31/10*,Federal Republic of Nigeria,Patton Boggs LLP,Facsimile Charges,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108618
219.30,12/31/10*,Federal Republic of Nigeria,Patton Boggs LLP,Lexis-Nexis/Library Research Time,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108619
45.13,12/31/10*,Federal Republic of Nigeria,Patton Boggs LLP,Miscellaneous Firm/Client Expense,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108620
105.39,12/31/10*,Federal Republic of Nigeria,Patton Boggs LLP,Cellular Telephone Charges,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108621
795.00,12/31/10*,Federal Republic of Nigeria,Patton Boggs LLP,Recording/Serving Fees,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108622
1983.44,12/31/10*,Federal Republic of Nigeria,Patton Boggs LLP,Westlaw Research,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108623
16.16,12/31/10*,Federal Republic of Nigeria,Patton Boggs LLP,PACER,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108624
2.88,12/31/10*,Federal Republic of Nigeria,Patton Boggs LLP,Secretary Overtime,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108625
134.81,12/31/10*,Federal Republic of Nigeria,Patton Boggs LLP,Courier,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108626
69.00,12/31/10*,Federal Republic of Nigeria,Patton Boggs LLP,Paralegal Overtime,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108627
64.61,12/31/10*,Korea International Trade Association,Patton Boggs LLP,Long Distance Telephone,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108628
21.00,12/31/10*,Korea International Trade Association,Patton Boggs LLP,Duplicating,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108629
1205.00,12/31/10*,Korea International Trade Association,Patton Boggs LLP,Local Transportation,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108630
338.73,12/31/10*,Korea International Trade Association,Patton Boggs LLP,Client Subsistence - Meals,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108631
423.71,12/31/10*,Korea International Trade Association,Patton Boggs LLP,Subscriptions,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108632
305.00,12/31/10*,Korea International Trade Association,Patton Boggs LLP,Court Costs/Filing Fees,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108633
3.58,12/31/10*,Korea International Trade Association,Patton Boggs LLP,Postage,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108634
25.16,12/31/10*,Korea International Trade Association,Patton Boggs LLP,Courier,,http://www.fara.gov/docs/2165-Supplemental-Statement-20110204-12.pdf,108635
285857.74,12/31/12*,Tourism Authority of Thailand,Tourism Authority of Thailand,Office Personnel,,http://www.fara.gov/docs/2178-Supplemental-Statement-20130208-19.pdf,110974
120138.83,2012-12-31,Tourism Authority of Thailand,Tourism Authority of Thailand,Office Operation,,http://www.fara.gov/docs/2178-Supplemental-Statement-20130208-19.pdf,110975
736834.74,2012-12-31,Tourism Authority of Thailand,Tourism Authority of Thailand,Promotion,,http://www.fara.gov/docs/2178-Supplemental-Statement-20130208-19.pdf,110976
70129.13,2012-12-31,Tourism Authority of Thailand,Tourism Authority of Thailand,Advertising,,http://www.fara.gov/docs/2178-Supplemental-Statement-20130208-19.pdf,110977
3323318.05,01/31/13*,Hong Kong Trade Development Council,Hong Kong Trade Development Council Inc.,,,http://www.fara.gov/docs/2181-Supplemental-Statement-20130227-17.pdf,110646
3213171.31,07/31/12*,Hong Kong Trade Development Council,Hong Kong Trade Development Council Inc.,,,http://www.fara.gov/docs/2181-Supplemental-Statement-20130308-18.pdf,110978
4620.08,02/28/13*,Government of Antigua and Barbuda,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130329-16.pdf,110384
1001.08,02/28/13*,Government of Japan,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130329-16.pdf,110385
1219.66,02/28/13*,"Government of Ontario, Ministry of Natural Resources and Ministry of Economic Development and Trade",Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130329-16.pdf,110386
5977.54,02/28/13*,Royal Embassy of Saudi Arabia,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130329-16.pdf,110387
313707.59,02/28/13*,Pemex-Exploracion y Produccion,Hogan & Hartson LLP (Hogan Lovells US LLP),,,http://www.fara.gov/docs/2244-Supplemental-Statement-20130329-16.pdf,110388
558025.00,03/31/13*,Japan External Trade Organization (JETRO),"JETRO, Houston",Office expenses,,http://www.fara.gov/docs/2277-Supplemental-Statement-20130423-16.pdf,110781
950967.00,06/30/10*,The Executive of the World Zionist Organization,"World Zionist Organization_American Section, Inc.",Salaries and related payroll taxes and benefits,,http://www.fara.gov/docs/2278-Supplemental-Statement-20110204-12.pdf,97569
159650.00,06/30/10*,The Executive of the World Zionist Organization,"World Zionist Organization_American Section, Inc.",Pensions,,http://www.fara.gov/docs/2278-Supplemental-Statement-20110204-12.pdf,97570
115255.00,06/30/10*,The Executive of the World Zionist Organization,"World Zionist Organization_American Section, Inc.",Travel,,http://www.fara.gov/docs/2278-Supplemental-Statement-20110204-12.pdf,97571
46873.00,06/30/10*,The Executive of the World Zionist Organization,"World Zionist Organization_American Section, Inc.",Telephone,,http://www.fara.gov/docs/2278-Supplemental-Statement-20110204-12.pdf,97572
304093.00,06/30/10*,The Executive of the World Zionist Organization,"World Zionist Organization_American Section, Inc.",Office expenses,,http://www.fara.gov/docs/2278-Supplemental-Statement-20110204-12.pdf,97573
167766.00,06/30/10*,The Executive of the World Zionist Organization,"World Zionist Organization_American Section, Inc.","Functions, conferences, seminars, and sundry expenses (Schedule 1-a)",,http://www.fara.gov/docs/2278-Supplemental-Statement-20110204-12.pdf,97574
72177.00,06/30/10*,The Executive of the World Zionist Organization,"World Zionist Organization_American Section, Inc.",Publicity and advertising fees (schedule 1-b),,http://www.fara.gov/docs/2278-Supplemental-Statement-20110204-12.pdf,97575
142643.00,06/30/10*,The Executive of the World Zionist Organization,"World Zionist Organization_American Section, Inc.",Legal and accounting fees,,http://www.fara.gov/docs/2278-Supplemental-Statement-20110204-12.pdf,97576
2723.00,06/30/10*,The Executive of the World Zionist Organization,"World Zionist Organization_American Section, Inc.",Security,,http://www.fara.gov/docs/2278-Supplemental-Statement-20110204-12.pdf,97577
650.00,06/30/10*,The Executive of the World Zionist Organization,"World Zionist Organization_American Section, Inc.",Jerusalem activities,,http://www.fara.gov/docs/2278-Supplemental-Statement-20110204-12.pdf,97578
1790735.00,06/30/10*,The Executive of the World Zionist Organization,"World Zionist Organization_American Section, Inc.","Advances and maintenance for the account of World Zionist Organization, Jerusalem (Schedule 2)",,http://www.fara.gov/docs/2278-Supplemental-Statement-20110204-12.pdf,97579
166362.00,06/30/10*,The Executive of the World Zionist Organization,"World Zionist Organization_American Section, Inc.",Advances and maintenance for Israeli employees of World Zionist Organization on assignment in Canada,,http://www.fara.gov/docs/2278-Supplemental-Statement-20110204-12.pdf,97580
8000.00,06/30/10*,The Executive of the World Zionist Organization,"World Zionist Organization_American Section, Inc.",10/10 Budget Acct,,http://www.fara.gov/docs/2278-Supplemental-Statement-20110204-12.pdf,97581
6308.00,06/30/10*,The Executive of the World Zionist Organization,"World Zionist Organization_American Section, Inc.",Dor Hemschech Activity,,http://www.fara.gov/docs/2278-Supplemental-Statement-20110204-12.pdf,97582
