Amount,Date,Recipient,Registrant,Contributing Lobbyist or PAC,Source,Record ID
1500.00,2012-09-24,"ARAB AMERICAN LEADERSHIP PAC, office: PAC; ",DLA Piper US LLP,George Salem,http://www.fara.gov/docs/3712-Supplemental-Statement-20130328-18.pdf,27634
2500.00,2012-09-28,"Rep.  Justin Amash, office: House, agency: Congress; ",DLA Piper US LLP,George Salem,http://www.fara.gov/docs/3712-Supplemental-Statement-20130328-18.pdf,27635
1000.00,2012-12-19,Jeannemarie Davis for Lieutenant Governor; ,DLA Piper US LLP,George Salem,http://www.fara.gov/docs/3712-Supplemental-Statement-20130328-18.pdf,27636
1000.00,2012-09-19,"Sen.  George Allen, office: Senate, agency: Congress; ",DLA Piper US LLP,Ignacio Sanchez,http://www.fara.gov/docs/3712-Supplemental-Statement-20130328-18.pdf,27637
5000.00,2012-10-10,ROMNEY FOR PRESIDENT; ,DLA Piper US LLP,Ignacio Sanchez,http://www.fara.gov/docs/3712-Supplemental-Statement-20130328-18.pdf,27638
2500.00,2012-10-26,"Sen.  Ted Cruz, office: Senate, agency: Congress; ",DLA Piper US LLP,Ignacio Sanchez,http://www.fara.gov/docs/3712-Supplemental-Statement-20130328-18.pdf,27639
89000.00,2012-09-01,"HOLLAND & KNIGHT COMMITTEE OF CONTINUOUS EXISTENCE (FL), office: PAC; ",Holland & Knight LLP,"Holland & Knight, LLP",http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27874
13500.00,2012-09-01,"HOLLAND & KNIGHT COMMITTEE FOR EFFECTIVE GOVERNMENT, office: PAC; ",Holland & Knight LLP,"Holland & Knight, LLP",http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27875
1383.25,2012-09-01,"HOLLAND & KNIGHT DC POLITICAL ACTION COMMITTEE (DC), office: PAC; ",Holland & Knight LLP,"Holland & Knight, LLP",http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27876
26466.50,2012-09-01,"HOLLAND & KNIGHT COMMITTEE FOR RESPONSIBLE GOVERNMENT (GA), office: PAC; ",Holland & Knight LLP,"Holland & Knight, LLP",http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27877
32000.00,2012-09-01,HOLLAND & KNIGHT ILLINOIS COMMITTEE FOR EFFECTIVE GOVERNMENT (IL); ,Holland & Knight LLP,"Holland & Knight, LLP",http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27878
600.00,2012-09-01,"HOLLAND & KNIGHT COMMITTEE FOR EFFECTIVE GOVERNMENT, office: PAC; ",Holland & Knight LLP,Ronald A. Oleynik,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27879
500.00,2012-09-19,Andrew Roraback; ,Holland & Knight LLP,Kathryn Lehman,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27880
500.00,2012-09-28,"Sen.  George Allen, office: Senate, agency: Congress; ",Holland & Knight LLP,Kathryn Lehman,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27881
500.00,2012-09-28,"Gary DeLong, agency: Congressional Race; ",Holland & Knight LLP,Kathryn Lehman,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27882
1000.00,2012-09-28,"VIEW PAC, agency: PAC; ",Holland & Knight LLP,Kathryn Lehman,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27883
975.00,2012-09-28,"NATIONAL REPUBLICAN SENATORIAL COMMITTEE, office: Party; ",Holland & Knight LLP,Kathryn Lehman,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27884
2496.00,2012-09-01,"HOLLAND & KNIGHT COMMITTEE FOR EFFECTIVE GOVERNMENT, office: PAC; ",Holland & Knight LLP,Kathryn Lehman,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27885
250.00,2012-09-12,Jim Graves; ,Holland & Knight LLP,Kathryn Lehman,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27886
1000.00,2012-09-21,"Rep.  Richard Nolan, office: House, agency: Congress; ",Holland & Knight LLP,Kathryn Lehman,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27887
500.00,2012-09-21,"John Oceguera, agency: Congressional Race; ",Holland & Knight LLP,Kathryn Lehman,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27888
1000.00,2012-10-10,"Rep.  Henry Waxman, office: House, agency: Congress; ",Holland & Knight LLP,Kathryn Lehman,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27889
100.00,2012-10-16,"DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE, office: Party; ",Holland & Knight LLP,Kathryn Lehman,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27890
250.00,2012-10-28,"Priorities USA, agency: PAC; ",Holland & Knight LLP,Kathryn Lehman,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27891
100.00,2012-11-02,"DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE, office: Party; ",Holland & Knight LLP,Kathryn Lehman,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27892
200.00,2012-11-05,"MoveOn.org PAC, agency: PAC; ",Holland & Knight LLP,Kathryn Lehman,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27893
1665.00,2012-09-01,HOLLAND & KNIGHT COMMITTEE FOR EFFECTIVE GOVERNMENT; ,Holland & Knight LLP,Kathryn Lehman,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27894
250.00,2012-09-12,Jim Graves; ,Holland & Knight LLP,Gerry Sikorski,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27895
1000.00,2012-09-21,"Rep.  Richard Nolan, office: House, agency: Congress; ",Holland & Knight LLP,Gerry Sikorski,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27896
500.00,2012-09-21,"John Oceguera, agency: Congressional Race; ",Holland & Knight LLP,Gerry Sikorski,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27897
1000.00,2012-10-10,"Rep.  Henry Waxman, office: House, agency: Congress; ",Holland & Knight LLP,Gerry Sikorski,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27898
100.00,2012-10-16,"DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE, office: Party; ",Holland & Knight LLP,Gerry Sikorski,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27899
250.00,2012-10-28,"Priorities USA, agency: PAC; ",Holland & Knight LLP,Gerry Sikorski,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27900
100.00,2012-11-02,"DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE, office: Party; ",Holland & Knight LLP,Gerry Sikorski,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27901
200.00,2012-11-05,"MoveOn.org PAC, agency: PAC; ",Holland & Knight LLP,Gerry Sikorski,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27902
1665.00,2012-09-01,"HOLLAND & KNIGHT COMMITTEE FOR EFFECTIVE GOVERNMENT, office: PAC; ",Holland & Knight LLP,Gerry Sikorski,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27903
250.00,2012-10-19,ROMNEY FOR PRESIDENT; ,Holland & Knight LLP,Joel Roberson,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27904
375.00,2012-09-01,"HOLLAND & KNIGHT COMMITTEE FOR EFFECTIVE GOVERNMENT, office: PAC; ",Holland & Knight LLP,Joel Roberson,http://www.fara.gov/docs/3718-Supplemental-Statement-20130528-19.pdf,27905
500.00,2012-05-02,"SCOTT A. SUROVELL FOR DELEGATE, office: Surovell, Scott; ",Sidley Austin LLP,,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf,29136
500.00,2012-05-15,"TIM KAINE FOR GOVERNOR, office: Kaine, Tim; ",Sidley Austin LLP,,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf,29137
500.00,2012-10-11,"DEMOCRATIC PARTY OF VIRGINIA, office: Party; ",Sidley Austin LLP,,http://www.fara.gov/docs/3731-Supplemental-Statement-20121031-18.pdf,29138
2500.00,2013-12-20,"Sen.  Max Baucus, office: Senate, agency: Congress; ",Levine & Company,,http://www.fara.gov/docs/3971-Supplemental-Statement-20130522-19.pdf,27985
2500.00,2013-12-20,"Sen.  Max Baucus, office: Senate, agency: Congress; ",Levine & Company,,http://www.fara.gov/docs/3971-Supplemental-Statement-20130522-19.pdf,27986
500.00,2012-10-01,"Rep.  Mark Critz, office: House, agency: Congress; ","Public Strategies Washington, Inc.",J. O'Neill,http://www.fara.gov/docs/4486-Supplemental-Statement-20130408-16.pdf,28124
1000.00,2013-01-09,"PROJECT, LONE STAR, office: Project, Lone Star; ","Public Strategies Washington, Inc.",J. O'Neill,http://www.fara.gov/docs/4486-Supplemental-Statement-20130408-16.pdf,28125
1000.00,2013-02-26,"Sen.  Joe Donnelly, office: Senate, agency: Congress; ","Public Strategies Washington, Inc.",J. O'Neill,http://www.fara.gov/docs/4486-Supplemental-Statement-20130408-16.pdf,28126
1000.00,2013-02-28,"Rep.  Stephen Lynch, office: House, agency: Congress; ","Public Strategies Washington, Inc.",J. O'Neill,http://www.fara.gov/docs/4486-Supplemental-Statement-20130408-16.pdf,28127
1000.00,2013-03-06,"Sen.  Mark Warner, office: Senate, agency: Congress; ","Public Strategies Washington, Inc.",J. O'Neill,http://www.fara.gov/docs/4486-Supplemental-Statement-20130408-16.pdf,28128
1000.00,2013-03-19,"Sen.  Max Baucus, office: Senate, agency: Congress; ","Public Strategies Washington, Inc.",J. O'Neill,http://www.fara.gov/docs/4486-Supplemental-Statement-20130408-16.pdf,28129
500.00,2013-03-26,Justin Fairfax for VA; ,"Public Strategies Washington, Inc.",J. O'Neill,http://www.fara.gov/docs/4486-Supplemental-Statement-20130408-16.pdf,28130
2000.00,2013-02-27,"Rep.  Stephen Lynch, office: House, agency: Congress; ","Public Strategies Washington, Inc.",S. Eichenauer,http://www.fara.gov/docs/4486-Supplemental-Statement-20130408-16.pdf,28131
1000.00,2013-03-20,"DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE, office: Party; ","Public Strategies Washington, Inc.",S. Eichenauer,http://www.fara.gov/docs/4486-Supplemental-Statement-20130408-16.pdf,28132
1000.00,2011-11-01,"Sen.  Maria Cantwell, office: Senate, agency: Congress; ",APCO Worldwide Inc.,Don Bonker,http://www.fara.gov/docs/4561-Supplemental-Statement-20120131-17.pdf,29139
300.00,2011-11-18,"Rep.  Joseph Crowley, office: House, agency: Congress; ",APCO Worldwide Inc.,Don Bonker,http://www.fara.gov/docs/4561-Supplemental-Statement-20120131-17.pdf,29140
1000.00,2011-10-27,"Sen.  Maria Cantwell, office: Senate, agency: Congress; ",APCO Worldwide Inc.,Margery Kraus,http://www.fara.gov/docs/4561-Supplemental-Statement-20120131-17.pdf,29141
1000.00,2012-08-01,"Rep.  Elijah Cummings, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27304
1000.00,2012-08-01,"Sen.  Dianne Feinstein, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27305
1000.00,2012-08-01,"J Robert Kerrey, office: NE; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27306
1000.00,2012-08-01,"Sen.  Bill Nelson, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27307
1000.00,2012-08-03,"Sen.  Mary Landrieu, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27308
1000.00,2012-08-30,"Rep.  Melvin Watt, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27309
1000.00,2012-09-11,"Rep.  Rick Berg, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27310
1000.00,2012-09-13,"Rep.  Steny Hoyer, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27311
1000.00,2012-09-19,"Sen.  Thad Cochran, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27312
1000.00,2012-09-19,"Sen.  Amy Klobuchar, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27313
1000.00,2012-09-20,"Rep.  Mark Critz, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27314
2000.00,2012-10-03,"Sen.  Benjamin Cardin, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27315
1000.00,2012-10-03,"Congressman Greg Meeks, office: Rep. Gregory Meeks, agency: House; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27316
2500.00,2012-10-08,"Sen.  Kirsten Gillibrand, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27317
1000.00,2012-10-09,"TIM KAINE FOR GOVERNOR, office: Kaine, Tim; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27318
1000.00,2012-10-17,"Rep.  Robert Andrews, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27319
1000.00,2012-10-17,"Sen.  Mazie Hirono, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27320
1000.00,2013-01-15,"Rep.  Mac Thornberry, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27321
1000.00,2013-01-29,"Sen.  Mark Pryor, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27322
1000.00,2013-01-29,"Sen.  Jeanne Shaheen, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27323
2500.00,2013-02-07,"Sen.  Max Baucus, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27324
1000.00,2013-02-15,"Senator Chuck Grassley, office: Sen. Charles Grassley, agency: Senate; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27325
1500.00,01/31/13*,"BLANK ROME PAC, office: PAC; ",Blank Rome LLP,Mark Blondman,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27326
1800.00,01/31/13*,"BLANK ROME PAC, office: PAC; ",Blank Rome LLP,Brett Esber,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27327
750.00,01/31/13*,"BLANK ROME PAC, office: PAC; ",Blank Rome LLP,Jon Waldron,http://www.fara.gov/docs/4929-Supplemental-Statement-20130227-15.pdf,27328
1000.00,2011-03-01,"Rep.  Jim Gerlach, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28058
1000.00,2011-03-01,"Rep.  Patrick Meehan, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28059
1000.00,2011-03-01,"Rep.  Fred Upton, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28060
1000.00,2011-03-09,"Rep. Joe Pitts, office: Rep. Joseph Pitts, agency: House; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28061
1000.00,2011-03-09,"Rep.  Bennie Thompson, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28062
2500.00,2011-03-14,"Sen.  Thomas Carper, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28063
1000.00,2011-03-14,"Rep.  Ben Lujn, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28064
1000.00,2011-03-15,"Rep.  Frank LoBiondo, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28065
1000.00,2011-03-15,"Rep.  Don Young, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28066
1000.00,2011-03-28,"Rep.  Lou Barletta, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28067
1000.00,2011-04-11,"Sen.  Daniel Coats, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28068
1000.00,2011-04-11,"Rep.  Michael McCaul, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28069
1000.00,2011-04-11,"Rep.  Jon Runyan, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28070
2500.00,2011-04-18,"Rep.  Carolyn Maloney, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28071
5000.00,2011-04-18,"NATIONAL REPUBLICAN SENATORIAL COMMITTEE, office: Party; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28072
1000.00,2011-04-27,"Rep.  Charles Dent, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28073
1000.00,2011-04-27,"Rep.  Mike Kelly, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28074
1000.00,2011-04-27,"Sen.  Ben Nelson, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28075
1000.00,2011-04-27,"Sen.  Roger Wicker, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28076
1000.00,2011-05-04,"Rep.  Collin Peterson, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28077
1000.00,2011-06-07,"Sen.  Patrick Toomey, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28078
1000.00,2011-05-05,"Rep.  Jeff Miller, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28079
5000.00,2011-05-16,"DEMOCRATIC CONGRESSIONAL CAMPAIGN COMM, office: Party; ",Blank Rome LLP,,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28080
5000.00,2011-05-16,"DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE, office: Party; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28081
1000.00,2011-06-01,"Sen.  Kirsten Gillibrand, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28082
500.00,2011-05-23,"Rep.  Judy Biggert, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28083
1000.00,2011-05-23,"Rep.  Tim Murphy, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28084
1000.00,2011-05-31,"Rep.  Robert Andrews, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28085
1500.00,2011-06-01,"Sen.  Kirsten Gillibrand, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28086
2000.00,2011-06-07,"Sen.  Patrick Toomey, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28087
1000.00,2011-06-13,"Sen.  Charles Grassley, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28088
1000.00,2011-06-13,"Rep.  Tim Griffin, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28089
1000.00,2011-06-15,"Sen.  George Allen, office: Senate, agency: Congress; ",Blank Rome LLP,,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28090
1000.00,2011-06-15,"Rep.  Michael Fitzpatrick, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28091
1000.00,2011-06-15,"Sen.  Mazie Hirono, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28092
5000.00,2011-06-27,"NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE, office: Party; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28093
5000.00,2011-06-27,"NATIONAL REPUBLICAN SENATORIAL COMMITTEE, office: Party; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28094
5000.00,2011-06-28,"NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE, office: Party; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28095
1000.00,2011-07-12,"Rep.  Peter DeFazio, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28096
2500.00,2011-07-18,"Sen.  Mitch McConnell, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28097
500.00,2011-07-25,"Sen.  Dean Heller, office: Senate, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28098
1000.00,2011-07-25,"Rep.  Darrell Issa, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28099
1000.00,2011-07-25,"Rep.  Sheila Jackson Lee, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28100
1000.00,2011-07-25,"Rep.  Mike Rogers, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28101
2500.00,2011-07-25,"Rep.  Allyson Schwartz, office: House, agency: Congress; ",Blank Rome LLP,Blank Rome PAC,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28102
1800.00,07/31/11*,"BLANK ROME PAC, office: PAC; ",Blank Rome LLP,,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28103
1500.00,07/31/11*,"BLANK ROME PAC, office: PAC; ",Blank Rome LLP,Mark Blondman,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28104
1800.00,07/31/11*,"BLANK ROME PAC, office: PAC; ",Blank Rome LLP,Jon Waldron,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28105
5000.00,07/31/11*,"BLANK ROME PAC, office: PAC; ",Blank Rome LLP,Mike Dyer,http://www.fara.gov/docs/4929-Supplemental-Statement-20130315-16.pdf,28106
250.00,2013-02-26,"Candidate Ariel Guerrero, agency: New York City Council Race; ",Friends Of Sinn Fein,,http://www.fara.gov/docs/5006-Supplemental-Statement-20130531-18.pdf,26021
500.00,2012-10-09,"OBAMA VICTORY FUND (SPOUSE), office: Sen. Barack Obama, agency: Leadership PAC; ","Reed, T. Dean",,http://www.fara.gov/docs/5044-Supplemental-Statement-20130430-16.pdf,26250
100.00,2013-01-02,"Representative, U.S. House of Representatives Ed Markey, office: Rep. Edward Markey, agency: House; ","Reed, T. Dean",,http://www.fara.gov/docs/5044-Supplemental-Statement-20130430-16.pdf,26251
250.00,2012-10-04,"Rep.  James McGovern, office: House, agency: Congress; ",Lester S. Hyman,,http://www.fara.gov/docs/5166-Supplemental-Statement-20130402-15.pdf,28708
600.00,2012-07-01,"WEXLER & WALKER POLITICAL ACTION COMMITTEE, office: PAC; ",Wexler & Walker Public Policy Associates,,http://www.fara.gov/docs/5265-Supplemental-Statement-20130130-16.pdf,26202
500.00,2012-10-01,"Sen.  Martin Heinrich, office: Senate, agency: Congress; ","Van Scoyoc Associates, Inc.",Peter Evich,http://www.fara.gov/docs/5401-Supplemental-Statement-20130130-16.pdf,26252
525.00,2012-07-01,VSAPAC; ,"Van Scoyoc Associates, Inc.",Peter Evich,http://www.fara.gov/docs/5401-Supplemental-Statement-20130130-16.pdf,26253
1000.00,2012-09-01,"TENNPAC, office: Sen. Lamar Alexander, agency: Leadership PAC; ","Van Scoyoc Associates, Inc.",H. Stewart Van Scoyoc,http://www.fara.gov/docs/5401-Supplemental-Statement-20130130-16.pdf,26254
500.00,2012-09-01,"Rep.  Rodney Alexander, office: House, agency: Congress; ","Van Scoyoc Associates, Inc.",H. Stewart Van Scoyoc,http://www.fara.gov/docs/5401-Supplemental-Statement-20130130-16.pdf,26255
1500.00,2012-09-01,"TRUST PAC, office: Rep. Fred Upton, agency: Leadership PAC; ","Van Scoyoc Associates, Inc.",H. Stewart Van Scoyoc,http://www.fara.gov/docs/5401-Supplemental-Statement-20130130-16.pdf,26256
