Small Business Corporation (SBC),Small Business Corporation USA Office,Korea,6195,129828
Government of Kosovo,Patton Boggs LLP,Kosova,2165,130567
Republic of Kosova,Patton Boggs LLP,Kosovo,2165,130553
Republic of Kosova,"Podesta Group, Inc.",Kosovo,5926,130553
"International Counsel Bureau, Kuwaiti Counsel for the Families of Kuwaiti Citizens at Guantanamo Bay",Pillsbury Winthrop Shaw Pittman LLP,Kuwait,5198,129749
"International Counsel Bureau, Kuwait",The Potomac Square Group,Kuwait,6096,130458
"International Counsel Bureau, Kuwaiti Counsel for the Families of Kuwaiti Citizens at Guantanamo Bay","THE NEWINCO, INC.",Kuwait,6104,129749
"International Counsel Bureau, Kuwait","Garrison K, Courtney",Kuwait,6114,130458
Shiekh Fahad Al Salem Al Ali Al Sabah,Levant Suez Consulting Group,Kuwait,6029,130494
"International Counsel Bureau, Kuwaiti Counsel for the Families of Kuwaiti Citizens at Guantanamo Bay",LEWIS BAACH PLLC,Kuwait,6183,129749
The League of Arab States,Arab Information Center No. 1,League of Arab States,876,130061
Banque du Liban,Patton Boggs LLP,Lebanon,2165,130592
Millenium Goup,Bridges International Group,Lebanon,6074,130399
Bank of Beirut SAL,Bank of Beirut SAL,Lebanon,6111,130459
"Ministry of Finance, Government of Lesotho","The Whitaker Group, LLC",Lesotho,5539,130605
Minister of State for Presidential Affairs Office of the President of Liberia,KRL International LLC,Liberia,5788,130025
Government of Libya (Formerly Transitional National Council of Libya),Patton Boggs LLP,Libya,2165,130568
Embassy of Libya,"The Harbour Group, LLC",Libya,5478,130351
The Great Socialist People's Libyan Arab Jamahiriya,Monitor Company Group,Libya,6037,129801
The General People's Committee of Libya,"W2 Group, Inc",Libya,6055,130438
Transitional National Council,"Transitional National Council of Libya, Office of the Representative to the United States",Libya,6035,130517
Basit Igtet,"Kasowitz, Benson, Torres, and Friedman, LLP",Libya,6197,130607
Cyrenaica Transitional Council,Dickens & Madson Canada Inc.,Libya,6200,130623
Ibrihim Said al-Jathran,Dickens & Madson Canada Inc.,Libya,6200,130624
Political Bureau of Cyrenaica,Dickens & Madson Canada Inc.,Libya,6200,130625
Usama Buera,Dickens & Madson Canada Inc.,Libya,6200,130626
Cyrenaica Transitional Council,"Adams Jones Law Firm, P.A.",Libya,6202,130623
Ibrihim Said al-Jathran,"Adams Jones Law Firm, P.A.",Libya,6202,130624
Usama Buera,"Adams Jones Law Firm, P.A.",Libya,6202,130626
Luxembourg Trade and Investment Office,"Luxcore, Ltd.",Luxembourg,4901,130571
Embassy of the Grand Duchy of Luxembourg,Covington & Burling LLP,Luxembourg,5852,130527
President Andry Nirina Rajoelina,"Quintairos, Prieto, Wood & Boyer, P.A",Madagascar,6098,130460
Republic of Madagascar,US FED Group,Madagascar,6040,130522
Malaysian Investment Development Authority,Malaysian Industrial Development Authority,Malaysia,2331,130587
Malaysia Tourism Promotion Board,Malaysia Tourism Promotion Board,Malaysia,2510,129790
American Palm Oil Council,Dickstein Shapiro LLP,Malaysia,3028,129810
"Government of Malaysia, Office of the Chief Secretary to the Government",APCO Worldwide Inc.,Malaysia,4561,130233
Malaysian Palm Oil Promotion Council,American Palm Oil Council,Malaysia,4575,129866
Malaysian Rubber Export Promotion Council (MREPC),Malaysian Rubber Export Promotion Council,Malaysia,5444,129957
Government of Malaysia,"Trevino Strategies & Media, Inc",Malaysia,6152,130085
Malaysia Productivity Corporation,"Edgar J. Ridley and Associates, Inc",Malaysia,6099,130456
Government of Malaysia,"DuSable Capital Management, LLC",Malaysia,6190,130085
Embassy of the Republic of Mali to the United States,Davidoff Hutcher & Citron LLP,Mali,6169,130432
Kili/Bikini/Ejit Local Government Council,"Akin Gump Strauss Hauer & Feld, LLP",Marshall Islands,3492,130076
Republic of the Marshall Islands,"International Registries, Inc.",Marshall Islands,4533,129863
Rongelap Atoll Local Government,"Van Scoyoc Associates, Inc.",Marshall Islands,5401,130302
Republic of the Marshall Islands,"Independent Diplomat, Inc.",Marshall Islands,5860,129863
Trust Company of the Marshall Islands (TCMI),Blank Rome Government Relations LLC,Marshall Islands,6025,130576
"Mauritius Ministry of Foreign Affairs, International Trade and Cooperation","Ryberg and Smith, L.L.C.",Mauritius,5570,129972
Government of Mauritius,Mercury,Mauritius,6170,130430
Oficina De Visitantes Y Convenciones De La Riviera Nayarit,Ruder Finn Inc,Mexico,1481,130075
Pemex-Exploracion y Produccion,Hogan & Hartson LLP (Hogan Lovells US LLP),Mexico,2244,130398
Government of Mexico - Secretaria de Economia,"Public Strategies Washington, Inc.",Mexico,4486,130068
Govt of Mexico - Secretaria de Economia,Pillsbury Winthrop Shaw Pittman LLP,Mexico,5198,129860
Government of Mexico - Secretaria de Economia,Pillsbury Winthrop Shaw Pittman LLP,Mexico,5198,130068
Mexico Tourism Board,Qorvis Communications LLC,Mexico,5483,130232
Secretaria de Agricultura Ganderia Desarollo Rural Pesca y Alimentacion (SAGARPA),Greenberg Traurig LLP,Mexico,5712,130001
Enrique Pena Nieto Transition,"Chlopak, Leonard, Schechter and Associates",Mexico,5774,130610
Consejo de Promocion Turistico de Mexico,"Chlopak, Leonard, Schechter and Associates",Mexico,5774,130629
Consejo de Promocion Turistica de Mexico S.A. de C.V,Ogilvy Public Relations Worldwide,Mexico,5807,130190
Embassy of Mexico,"Brownstein Hyatt Farber Schreck, LLP",Mexico,5870,130150
The Government of United Mexican States,Gregory J Kuykendall,Mexico,5917,130334
Embassy of Mexico,"The Raben Group, LLC",Mexico,5932,130150
Federal Government of Mexico,"R&R Partners, Inc",Mexico,6095,130465
Office of the President of the Republic of Mexico,APCO Worldwide Inc.,Mexico,6184,130502
The Federated States of Micronesia,David M. Staton,Micronesia,5002,129894
"Mr. Vladimir Plahotniuc, First Deputy Speaker, Parliament, Republic of Moldova ",Mark John Robertson,Moldova,6118,130499
Direction du Tourisme et des Congres,Monaco Government Tourist Office,Monaco,2327,130559
"Government of Mongolia, Ministry of Foreign Affairs and Trade",MetLife Building,Mongolia,6148,130433
Government of Mongolia,"Venn Strategies, LLC",Mongolia,6110,130591
Republic of Montenegro,Orion Strategies LLC,Montenegro,5437,129971
Government Of Montenegro Ministry Of Foreign Affairs,Paige E Reffe,Montenegro,5902,130133
Montserrat,Caribbean Tourism Organization,Montserrat,991,130536
Ministry of Tourism St. Vincent & The Grenadines,Caribbean Tourism Organization,Morocco,991,130138
Moroccan National Tourist Office Headquarter In Morroco,Moroccan National Tourist Office,Morocco,1793,129752
Government of the Kingdom of Morocco,"The Gabriel Company, LLC",Morocco,5523,129964
Government of the Kingdom of Morocco,"Moroccan-American Center for Policy, Inc.",Morocco,5648,129964
Government of the Kingdom of Morocco,"Moffett Group, LLC (formerly Private Public Solutions, LLC)",Morocco,5802,129964
"The Government of Morocco, Embassy","Moffett Group, LLC (formerly Private Public Solutions, LLC)",Morocco,5802,130259
Moroccan American Center for Policy,"Nurnberger & Associates, Inc.",Morocco,5809,130109
Government of the Sahrawi Arab Democratic Republic (SADR),"Independent Diplomat, Inc.",Morocco,5860,130573
Ministry of Tourism St. Vincent & The Grenadines,"Spring, O'Brien & Co., Inc.",Morocco,5872,130138
Moroccan American Center for Policy,Avalanche Strategic Communications,Morocco,5877,130109
Government of the Kingdom of Morocco,"LeClairRyan, A Professional Corporation",Morocco,5901,129964
Moroccan American Center for Policy,Vision Americas L.L.C.,Morocco,5907,130109
Moroccan National Tourist Office Headquarter In Morroco,HL Group Partners LLC ,Morocco,6178,129752
Government of the Kingdom of Morocco,CRAFT I Media Digita,Morocco,6061,129964
Government of the Kingdom of Morocco,Gerson Global Strategic Advisors LLC,Morocco,6023,129964
Moroccan American Center for Policy,"Gray Global Strategies, Inc",Morocco,6116,130109
Moroccan American Center for Policy,"Western Hemisphere Strategies, LLC",Morocco,6086,130109
Government of the Kingdom of Morocco,BLJ Worldwide LTD (Brown Lloyd James),Morocco,5875,129964
Moroccan American Center for Policy,"Dutko Worldwide, LLC",Morocco,6041,130109
"The Government of Morocco, Embassy",Mostafa Terrab,Morocco,6198,130259
Libya al Hurra Foundation ,The Franklin Partnership,Multinational,6075,130417
Carnival Corporation & PLC,Thomas Michael Dow,Multinational,6021,130509
The Government of the Nagorno Karabakh Republic (NKR),Office of the Nagorno Karabakh Republic in the USA,Nagorno Karabakh Republic,5342,129938
Stedelijk Museum Amsterdam,Ruder Finn Inc,Netherlands,1481,130390
Netherlands Foreign Investment Agency,AB&C Philadelphia LLC,Netherlands,6043,129981
St. Maarten Tourist Bureau,St. Maarten Tourist Office,Netherlands Antilles,5294,130106
New Zealand Meat Board (NZMB),Meat and Wool New Zealand,New Zealand,2526,130193
Beef + Lamb New Zealand (B+LNZ),Meat and Wool New Zealand,New Zealand,2526,130194
Embassy of New Zealand,Covington & Burling LLP,New Zealand,5852,130439
Embassy of New Zealand,"Peck, Madigan, Jones & Stewart, Inc",New Zealand,6172,130439
Embassy of New Zealand,Hillenby LLC,New Zealand,6146,130439
Comission Nacional de Zonas Francas (Nicaragua),"Akin Gump Strauss Hauer & Feld, LLP",Nicaragua,3492,129880
Comission Nacional de Zonas Francas (Nicaragua),"Samuels International Associates, Inc.",Nicaragua,4848,129880
"Alvaro Baltodano, Executive Secretary Government of Nicaragua Corporacion de Zoras Francas",Squire Sanders Public Advocacy LLC,Nicaragua,6063,130447
Federal Republic of Nigeria,Patton Boggs LLP,Nigeria,2165,130091
"Office of the National Security Advisor, Nigeria",Patton Boggs LLP,Nigeria,2165,130602
"Federal Ministry of Agriculture and Rural Development, Federal Republic of Nigeria",CMGRP Inc. DBA Weber Shandwick,Nigeria,3911,130597
Embassy ofthe Federal Republic of Nigeria,"The Whitaker Group, LLC",Nigeria,5539,130606
Office ofthe Governor of Bayeisa,Greenberg Traurig LLP,Nigeria,5712,130620
Federal Republic of Nigeria,Mercury,Nigeria,6170,130091
Embassy of the Federal Republic of Nigeria,"McBee Strategic Consulting, LLC",Nigeria,6176,130402
"Office of Governor, Bayelsa State of Nigeria",Washington Avenue International LLC,Nigeria,6135,130483
Economic Community Of West African States,Office Of Economic Community Of West African States ECOWAS at UN represented by HRH Prince Adel El-Hashemite Hon. Co,Nigeria,6117,130498
Kongsberg Protech Systems,Daniel J. Edelman,Norway,3634,130548
Royal Norwegian Embassy,"O'Brien, Gentry & Scott, LLC (O'Brien & Associates LLC)",Norway,5971,130041
Royal Norwegian Embassy,Susan Roth,Norway,6154,130041
Innovation Norway,Innovation Norway,Norway,526,130434
Embassy Of The Islamic Republic Of Pakistan,"Locke Lord Strategies, L.P.",Pakistan,5856,129985
Pakistan Tehreek E Insaf,Pakistan Tehreek E Insaf NA USA,Pakistan,5975,130366
Muttahida Quami Movement,MQM USA,Pakistan,6005,130401
Pakistan Tehreek E Insaf,PTI USA LLC,Pakistan,6160,130366
Committee Supporting Democracy and Justice in Pakistan,"National Strategies, LLC",Pakistan,6031,130423
General Pervez Musharraf,"Advantage Associates International, LTD., through Raza Bokh",Pakistan,6062,130424
All Pakistan Muslim League,All Pakistan Muslim League,Pakistan,6019,130446
General Pervez Musharraf,Raza Bokhari,Pakistan,6018,130424
Government of the Republic of Palau,Bryan Cave LLP,Palau,6163,130029
Palestinian Liberation Organization,Palestinian Liberation Organization,Palestine,5244,129930
General Delegation of the PLO to the United States ,"Bell Pottinger USA, Inc.",Palestine,6056,130436
Republic of Panama,"HDMK, LLC",Panama,5966,130056
"Ministry of Public Security, Republic of Panama","Command Consulting Group, LLC",Panama,6090,130468
Republic of Panama,"Mehlman Vogel Castagnetti, Inc.",Panama,6042,130056
Senacyt,Vista Group Corp.,Panama,6028,130514
Peruvian Export and Tourism Promotion Board - PROMPERU,Burson-Marsteller,Peru,2469,130082
PromPeru,Development Counsellors International,Peru,4777,130584
"Department of Trade & Industry, Republic of the Philippines","Sorini, Samet & Associates LLC",Philippines,5839,130049
Polish Tourist Organization,Polish National Tourist Office,Poland,4762,129871
Puerto Rico,Caribbean Tourism Organization,Puerto Rico,991,130537
Government of the State of Qatar,Patton Boggs LLP,Qatar,2165,129770
Government of the State of Qatar,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Qatar,5430,129770
"Grayling Momentum (for Grayling Momentum's client, Qatar National Food Security Programme)",Grayling Connecting Point LLC,Qatar,6133,130477
The Shafallah Center for Children with Special Needs ,BLJ Worldwide LTD (Brown Lloyd James),Qatar,5875,130488
Jin-Pyng Wang,William Patrick Jarrell,Republic of China (Taiwan),6153,130406
The Republic of Congo,"O'Neill and Associates, LLC",Republic of Congo,6020,130261
Republic of Congo - Brazzaville,Empire Solutions Consulting LLC,Republic of Congo,6027,130516
Government of the Republika Srpksa,Picard Kentz & Rowe LLP,Republika Srpska,5939,130010
Ministry of Economic Relations and Regional Cooperation of the Government of the Republika Srpska,"Laurus Group, LLC",Republika Srpska,6022,130418
Ministry of Economic Relations and Regional Cooperation of the Government of the Republika Srpska,Myrmidon Groyp LLC,Republika Srpska,6057,130418
Government of the Republika Srpksa,"Innovative Global Initiatives and Solutions, LLC",Republika Srpska,6093,130010
Romanian Tourist Authority,Romanian Tourist Office,Romania,2093,130473
Romanian Tourism Ministry,Romanian Tourist Office,Romania,2093,130603
Romania's Ministry of Regional Development and Tourism,Development Counsellors International,Romania,4777,130387
APEV Romania,Development Counsellors International,Romania,4777,130612
Roxana Grigbruta,"Shulman, Rogers, Gandal, Pordy & Ecker, P.A.",Romania,5976,130596
Parliament of Romania,"Lubanovici, Mircea",Romania,5999,130383
National Liberal Party of Romania,Prime Policy Group,Romania,6192,130628
Russian Federation,Alston & Bird LLP,Russia,5549,130013
Russian Federation,Ketchum Inc.,Russia,5758,130013
Gazprom Export,Ketchum Inc.,Russia,5758,130014
Gazprom Export,Clark & Weinstock,Russia,5914,130014
Gazprom Export,Venable LLP,Russia,5931,130014
Mr. Oleg Deripaska,Endeavor Group,Russia,5934,130340
Foreign Minister Sergey Lavrov Ministry of Foreign Affairs of the Russian Federation,Endeavor Group,Russia,5934,130341
Consulate of the Russian Federation,"Brown Legal Consulting, LLC",Russia,6079,130416
Republic of Rwanda Ministry of Foreign Affairs,Michelle E. Martin,Rwanda,6175,130391
Government of Rwanda,"W2 Group, Inc",Rwanda,6055,129948
Saint Lucia,Caribbean Tourism Organization,Saint Lucia,991,130540
Ongoing Council for Government of Tokelau,Charles Brandon Whitfield,Samoa,6047,130508
Scottish Enterprise,Scottish Enterprise (doing business as Scottish De,Scotland,3013,129809
Scottish Development,Development Counsellors International,Scotland,4777,130585
Embassy of the Republic of Serbia,30 Point Strategies,Serbia,5884,130058
Serbia,"Strategic Partnership Alliance, Ltd",Serbia,6070,129951
Serbia,"Roberti + White, LLC",Serbia,6065,129951
Government of Sierra Leone,GoodWorks International LLC,Sierra Leone,5414,130588
Republic of Singapore (Singapore Tourism Board),Ruder Finn Inc,Singapore,1481,129785
Singapore Economic Development Board,Singapore Economic Development Board,Singapore,2003,129757
Temasek Holdings,Patton Boggs LLP,Singapore,2165,129914
Republic of Singapore (Singapore Tourism Board),Singapore Tourism Board,Singapore,2414,129785
Government of the Republic of Singapore,White & Case LLP,Singapore,2759,130094
Republic of Singapore (Singapore Tourism Board),"M. Silver Associates, Inc.",Singapore,3131,129785
Singapore Economic Development Board,Daniel J. Edelman,Singapore,3634,129757
Temasek Holdings,CMGRP Inc. DBA Weber Shandwick,Singapore,3911,129914
Embassy of Singapore,"Reed, T. Dean",Singapore,5044,129916
Embassy of Singapore,Fleishman-Hillard Inc,Singapore,5801,129916
Agang South Africa,"Build South Africa, Inc.",SOUTH AFRICA,6182,130449
Government of South Korea,Patton Boggs LLP,South Korea,2165,130569
Korean International Trade Association,Patton Boggs LLP,South Korea,2165,130615
Government of the Republic of Korea,Pillsbury Winthrop Shaw Pittman LLP,South Korea,5198,130282
"Korean Broadcasting System (through e-KBS Co., Ltd. and KBS Media, Ltd.)","KBS America, Inc.",South Korea,5684,130246
Embassy of the Republic of Korea,Parven Pomper Strategies Inc.,South Korea,5781,130206
Government of the Republic of Korea,"Gephardt Group Government Affairs, LLC",South Korea,5874,130282
Government of the Republic of Korea,"Podesta Group, Inc.",South Korea,5926,130282
Government of the Republic of Korea,Kirsten A. Chadwick,South Korea,5950,130282
Embassy of the Republic of Korea,"Thomas Capitol Partners, Inc.",South Korea,5982,130206
Korea Atomic Energy Research Institute,Florence Lowe-Lee,South Korea,6067,130419
Embassy of the Republic of Korea,"The Nickles Group, LLC",South Korea,6089,130206
Embassy of the Republic of Korea,"West Wing Writers, LLC",South Korea,6107,130206
Embassy of the Republic of Korea,West Wing Writers LLC.,South Korea,6072,130206
Government of Southern Sudan (GoSS),"Independent Diplomat, Inc.",South Sudan,5860,130280
Government of the Republic of South Sudan (GRSS),"Independent Diplomat, Inc.",South Sudan,5860,130574
Government of Spain,Covington & Burling LLP,Spain,5852,130528
Central Bank of Sri Lanka,"Thompson Advisory Group, LLC",Sri Lanka,6159,130408
St. Eustatius,Caribbean Tourism Organization,St. Eustatius,991,130538
St. Kitts,Caribbean Tourism Organization,St. Kitts,991,130539
St.Martin,Caribbean Tourism Organization,St. Martin,991,130542
States of Jersey,White & Case LLP,States of Jersey,2759,129797
Visitsweden (Former Sverigesrese & Turistrad),Visitsweden (Former Swedish Travel & Tourism Counc,Sweden,4885,129882
Switzerland Tourism,Switzerland Tourism,Switzerland,55,129978
Swiss Federal Railways,Switzerland Tourism,Switzerland,55,130551
"Novartis, A.G.",Ruder Finn Inc,Switzerland,1481,129740
Alpine Tourist Commission,Alpine Tourist Commission,Switzerland,2052,129758
Oerlikon Solar,Daniel J. Edelman,Switzerland,3634,130214
Taiwan External Trade Development Council,Far East Trade Service Inc,Taiwan,2985,129808
Taiwan External Trade Development Council,"Taiwan Trade Center, New York Inc.",Taiwan,3652,129808
Taipei Economic And Cultural Representative Office in the United States,"International Trade & Development Agency, Inc.",Taiwan,3690,129833
Taipei Economic And Cultural Representative Office in the United States,Orion Strategies LLC,Taiwan,5437,129833
Democratic Progressive Party,Michael Joseph Fonte,Taiwan,5514,129963
Taipei Economic And Cultural Representative Office in the United States,Alston & Bird LLP,Taiwan,5549,129833
Taipei Economic And Cultural Representative Office in the United States,The Glover Park Group LLC,Taiwan,5666,129833
Taipei Economic And Cultural Representative Office in the United States,The Cedar Group LLC,Taiwan,5850,129833
Taipei Economic And Cultural Representative Office in the United States,"Gephardt Group Government Affairs, LLC",Taiwan,5874,129833
Taipei Economic And Cultural Representative Office in the United States,"Western Hemisphere Strategies, LLC",Taiwan,6086,129833
Taipei Economic And Cultural Representative Office in the United States,"The Nickles Group, LLC",Taiwan,6089,129833
Taipei Economic And Cultural Representative Office in the United States,"Heather Podesta + Partners, LLC",Taiwan,6103,129833
Taipei Economic And Cultural Representative Office in the United States,"Capitol Hill Strategies, LLC",Taiwan,6009,129833
Talco Management Ltd.,Fabiani & Company,Tajikistan,6045,130621
Government of Tanzania,GoodWorks International LLC,Tanzania,5414,129949
Tourism Authority of Thailand,Tourism Authority Of Thailand,Thailand,1897,129756
Royal Thai Embassy,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Thailand,5430,130291
Thaksin Shinawatra,Barbour Griffith & Rogers LLC d/b/a BGR Holding,Thailand,5430,130582
"Office of Commercial Affairs, Royal Thai Embassy, Washington, DC (OCA)",Sandler Trade LLC,Thailand,6038,130036
Minister Benchawan Ukrid,Sandler Trade LLC,Thailand,6180,130415
Royal Thai Embassy,Sandeep (Dino) Teppara,Thailand,6054,130291
Government of Thailand Foreign Ministry,Davenport McKesson Corporation,Thailand,6199,130609
Government of the Republic of The Gambia,"JWI, LLC dba Jefferson Waterman International",the Gambia,4990,130546
His Holiness the Dalai Lama,The Office Of Tibet,Tibet,1699,129747
The Office of Tibet,"Sconset Strategies, LLC ",Tibet,6052,130435
The Government of the Republic of Trinidad and Tobago,Caribbean Tourism Organization,Trinidad and Tobago,991,129979
Republic of Guyana,Caribbean Tourism Organization,Turkey,991,130130
Turkish Culture & Tourist Office,Ruder Finn Inc,Turkey,1481,130203
"Turkish Republic of Northern Cyprus, H.E. Dr. Dervis Eroglu",Representative of the Turkish Republic of Northern Cyprus,Turkey,2619,130195
"Government of the Republic of Turkey, Embassy",Dickstein Shapiro LLP,Turkey,3028,130257
Turkish Culture & Tourist Office,"M. Silver Associates, Inc.",Turkey,3131,130203
Embassy of the Republic of Turkey,Fleishman-Hillard Inc,Turkey,5801,129843
Government of Turkey,"Gephardt Group Government Affairs, LLC",Turkey,5874,129834
Embassy of the Republic of Turkey,30 Point Strategies,Turkey,5884,129843
Turkish Ministry of Foreign Affairs,"Public Strategies, Inc.",Turkey,5913,130486
THE REPUBLICAN PEOPLE'S PARTY OF TURKEY (CHP),CHP REPRESENTATION TO THE UNITED STATES LLC,Turkey,6168,130451
Government of Turkey,Bian Forni,Turkey,6085,129834
Undersecretariat for Defense Industry (SSM) Turkish Ministry of National Defense,Ferah Ozbek,Turkey,6145,130479
Turkish Republic of Northern Cyprus,"Herrick, Feinstein LLP",Turkey,6185,129793
Turkish Republic of Northern Cyprus,"SOUTHFIVE STRATEGIES, LLC",Turkey,6186,129793
Peace and Democracy Party of Turkey (BDP),Sinan Onal,Turkey,6119,130368
Peace and Democracy Party of Turkey (BDP),Mehmet Yuksel,Turkey,6136,130368
Turks & Caicos Islands,Caribbean Tourism Organization,Turks & Caicos Islands,991,130543
Yuriy Ivaniuschenko,Sidley Austin LLP,Ukraine,3731,130405
Dmitry Shpenov,Tauzin Consultants,Ukraine,6149,130412
Dmitry Shpenov/the Party of Regions,Arnall Golden Gregory LLP ,Ukraine,6150,130428
Oleksandr Tymoshenko,Wiley Rein LLP,Ukraine,6108,130487
Victor Pinchuk,Doug Schoen,Ukraine,6071,130521
Ukrainian Jewish Committee,Stephen (Shai) Franklin,Ukraine,6201,130622
Princess Haya Bint Al Hussein,"Hill & Knowlton, Inc.",United Arab Emirates,3301,130332
Dubai Civil Aviation Authority,"Akin Gump Strauss Hauer & Feld, LLP",United Arab Emirates,3492,130207
Embassy of the United Arab Emirates,DLA Piper US LLP,United Arab Emirates,3712,130254
Embassy of the United Arab Emirates,"The Harbour Group, LLC",United Arab Emirates,5478,130254
Abu Dhabi Investment Authority,The Glover Park Group LLC,United Arab Emirates,5666,129788
Princess Haya Bint Al Hussein,"Public Strategies, Inc.",United Arab Emirates,5913,130332
"Sheikh Khalid Bin Saqr Al Qasimi, Crown Prince and Deputy Ruler, Ras Al Khaimah, United Arab Emirate",Venable LLP,United Arab Emirates,5931,130339
Abu Dhabi Investment Authority,Brunswick Group LLC,United Arab Emirates,5947,129788
Fundo Soberano de Angola,DUTKO WORLDWIDE LLG,United Arab Emirates,6166,130409
RAK Maritime City,"Karv Communications, Irte:",United Arab Emirates,6162,130441
Ras Al Khaimah Investment Authority,"STRATEGY XXI GROUP, LLC",United Arab Emirates,6058,130265
Abu Dhabi Tourism & Culture Authority,Abu Dhabi Tourism and Culture Authority - New York Branch,United Arab Emirates,6134,130475
Outlook Energy Investments LLC ,The Camstoll Group LLC,United Arab Emirates,6144,130484
Permanent Mission of the United Arab Emirates to the United Nations,APCO Worldwide Inc.,United Arab Emirates,6184,130501
Emirates Center for Strategic Studies and Research,Adam Friedman Associates LLC ,United Arab Emirates,6189,130526
Society of London Theatre,Ruder Finn Inc,United Kingdom,1481,130389
The Government of the United Kingdom,Holland & Knight LLP,United Kingdom,3718,129845
Alliance for a Green Revolution in Africa (AGRA),CMGRP Inc. DBA Weber Shandwick,United Kingdom,3911,130221
"Department Of Enterprise Trade And Investment, A UK Government Department In Northern Ireland",Invest Northern Ireland,United Kingdom,4364,129856
Tourism New South Wales,Tourism New South Wales,United Kingdom,4450,130229
Lloyd's of London Market Representatives,Lloyd's of London,United Kingdom,4883,129915
Tilda LTD,Charles J. O'Mara,United Kingdom,5181,130295
"City of Sunderland, England",Larry L. Overstreet,United Kingdom,5246,129931
Federation of Industries of the State of Sao Paulo,Kirsten A. Chadwick,United Kingdom,5950,130102
Nawaf Obaid,Chad Gracia,United Kingdom,6059,130427
ProExport Colombia,"Peck, Madigan, Jones & Stewart",United Kingdom,6036,129993
ProExport Colombia,Elmendorf Ryan,United Kingdom,6039,129993
The Government of the United Kingdom,Holland & Knight LLP,United Kingdom,3375,129845
United Stats Virgin Islands,Caribbean Tourism Organization,US Virgin Islands,991,130544
The Republic of Vanuatu,Office of Deputy Commissioner of Maritime Affairs,Vanuatu,4860,129881
Venezuela,Caribbean Tourism Organization,Venezuela,991,130003
Embassy of the Bolivarian Republic of Venezuela,Olivia Goumbri,Venezuela,5957,129980
Embassy of Vietnam,"Podesta Group, Inc.",Vietnam,5926,130022
St. Lucia Tourist Board,St Lucia Tourist Board,West Indies,2668,129794
