id,name,name-new,address,city,state,country,discription,Column,Column2,entered
2213,Canadian Broadcasting Corporation (CBC),Canadian Broadcasting Corporation (CBC),,,,Canada,"Registrant did not engage in any registerable activities but during the 6 months, registrant represented the principal in litigated proceedings before the Copyright Royalty Board involving the distribution of cable royalties pursuant to Section 111 of the Copyright Act.",1379,30,TRUE
2493,Canadian Commercial Corporation,Canadian Commercial Corporation,,,,Canada,"Overall Defense Budget and Planning- QDR, Spending Trends, Legislation, Strike Fighter Programs and Policy, Military Vehicle Programs and Policy, Defense Trade Policy, Export and Technology Policy- Export Control Reform Process, Buy American Protectionism Policy",1572,1004,TRUE
2496,Canadian Commercial Corporation,Canadian Commercial Corporation,,,,Canada,"Provided oral and written analysis, and guidance specific to the following programs and policy, Overall Defense Budget and Planning-Spending Trends, Legislation, Strike Fighter Programs and Policy, Military Vehicle Programs and Policy, Defense Trade Policy, Export and Technology Policy-Export Control Reform Process, Buy American Protectionism Policy",1573,1004,FALSE
217,Canadian Embassy,Canadian Embassy,,,,Canada,"Monitor and analyze (i) legislative actions relating to the Clean Air Act and other related statutes involving international environmental impacts, (ii) Environmental Protection Agency regulatory actions, (iii) legislative and and administrative actions relating to the extraterritorial impacts of the Endangered Species Act, the Pacific Salmon Treaty, the Magnuson Fisheries Conservation Act and related Pacific fishery regulations, (iv) legislative and regulatory actions, and possible litigation, stemming from the proposed development of water projects in North Dakota potentially affecting Canada, including the possible construction of the Devil's Lake project and the Northwest Area Water Supply Project, and (v) government policy pertaining to environmental cleanup responsibilities associated with closure of U.S. military bases.",143,31,TRUE
439,Canadian Embassy,Canadian Embassy,,,,Canada,"Monitor and analyze (i) legislative actions relating to the Clean Air Act and other related statutes involving international environmental impacts, (ii) Environmental Protection Agency regulatory actions, (iii) legislative and administrative actions relating to the extraterritorial impacts of the Endangered Species Act, the Pacific Salmon Treaty, the Magnuson Fisheries Conservation and Management Act and related Pacific fishery regulations, (iv) legislative and regulatory actions, and possible litigation, stemming from the proposed development of water projects in North Dakota potentially affecting Canada, including the possible construction of the Devil's Lake project and the Northwest Area Water Supply Project, and (v) government policy pertaining to environmental cleanup responsibilities associated with closure of U.S. military bases.",258,31,TRUE
987,Canadian Embassy,Canadian Embassy,,,,Canada,"Canadian Embassy: Monitor and analyze (i) legislative actions relating to the Clean Air Act and other related statutes involving international environmental impacts, (ii) Environmental Protection Agency regulatory actions, (iii) legislative and administrative actions relating to the extraterritorial impacts of the Endangered Species Act, the Pacific Salmon Treaty, the Magnuson Fisheries Conservation and Management Act and related Pacific fishery regulations, (iv) legislative and regulatory actions, and possible litigation, stemming from the proposed development of water projects in North Dakota potentially affecting Canada, including the possible construction of the Devil's Lake project and the Northwest Area Supply Project, and (v) government policy pertaining to environmental cleanup responsibilities associated  with closure of U.S. miliary bases.",638,31,TRUE
1325,Canadian Embassy,Canadian Embassy,,,,Canada,"Monitor and analyze (1) legislative actions relating to the Clean Air Act and other related statutes involving international environmental impacts, (ii) Environmental Protection Agency regulatory actions, (iii) legislative and administrative actions relating to the extraterritorial impacts of the Endangered Species Act, the Pacific Salmon Treaty, the Magnuson Fisheries Conservation and Management Act and related Pacific fishery regulations, (iv) legislative and regulatory actions, and possible litigation, stemming from the proposed development of water projects in North Dakota potentially affecting Canada, including the possible construction of the Devil's Lake project and the Northwest Area Water Supply Project, and (v) government policy pertaining to environmental cleanup responsibilties associated with closure of U.S. military bases.",840,31,TRUE
1766,Canadian Embassy,Canadian Embassy,,,,Canada,"Monitor and analyze (i) legislative actions relating to the Clean Air Act and other related statutes involving international environmental impacts, (ii) Environmental Protection Agency regulatory actions, (iii) legislative and administrative actions relating to the extraterritorial impacts of the Endangered Species Act, the Pacific Salmon Treaty, the Magnuson Fisheries Conservation and Management Act and related Pacific fishery regulations, (iv) legislative and regulatory actions, and possible litigation, stemming from the proposed development of water projects in North Dakota potentially affecting Canada, including the possible construction of the Devil's Lake project and the Northwest Area Water Supply Project, and (v) government policy pertaining to environmental cleanup responsibilities associated with closure of U.S. military bases.",1113,31,TRUE
1770,Canadian Embassy,Canadian Embassy,,,,Canada,"Monitor and analyze (i) legislative actions relating to the Clean Air Act and other related statutes involving international environmental impacts, (ii) Environmental Protection Agency regulation actions, (iii) legislative and administrative actions relating to the extraterritorial impacts of the Endangered Species Act, the Pacific Salmon Treaty, the Magnuson Fisheries Conservation and Management Act and related Pacific fishery regulations, (iv) legislative and regulatory actions, and possible litigation, stemming from the proposed development of water projects in North Dakota potentially affecting Canada, including the possible construction of the Devil's Lake project and the Northwest Area Water Supply Project, and (v) government policy pertaining to environmental cleanup responsibilities associated with closure of U.S. military bases.",1114,31,TRUE
1869,Canadian Tourism Commission,Canadian Tourism Commission,,,,Canada,,1148,661,TRUE
2399,Caribbean Tourism Development Company,Caribbean Tourism Development Company,,,,Barbados,,1503,948,TRUE
1518,Caribbean Tourism Organization,Caribbean Tourism Organization,,,,Barbados,1) Preparation of material promoting tourism 2) Contact w/ media to place material before traveling public 3) Organize press trips 4) Organize special events,959,316,TRUE
2439,Caribbean Tourism Organization,Caribbean Tourism Organization,,,,Barbados,"1) Preparation of material promoting Tourism, 2) Contact w/media to place material before traveling public, 3) Organize press trips, 4) Organize special events",1528,316,TRUE
2440,Caribbean Tourism Organization,Caribbean Tourism Organization,,,,Barbados,,1529,316,TRUE
1960,Caribbean Tourism Organization USA Inc.,Caribbean Tourism Organization USA Inc.,"80 Broad Street, 32nd Floor",New York,NY,Barbados,"Promotion of Tourist Travel to the Caribbean Region by means of Publicity Releases, Distribution to Tourist Folders and Public Relations on the Joint Interest of the Foreign Government Islands and the USVI and Puerto Rico, As well as for Allied Members Engaged in Operations of Hotels in the Caribbean covering centralized general activities for the Government Islands which are members of the Registrant",1215,316,TRUE
701,"Cayman Islands Government, Portfolio of Finance and Economics","Cayman Islands Government, Portfolio of Finance and Economics",,,,Cayman Islands,"(a) Fleishman-Hillard (FHGR) has not participated in events such as trade/travel shows, seminars, conventions, and conferences. (b) FHGR has not engaged in contacts with U.S. government officials where nonpolitical activities are involved and has not engaged in contact with the media in any capacity. (c) FHGR met with Representatives from the Cayman Islands Financial Services Association (Eduardo D'Angelo P. Silva, Eric Crutchley and Lynne Byles), representative from Walkers (Mark Lewis, Partner), representatives from Maples and Calder, representatives from KPMG, members of Cayman Islands Cabinet. (d) FHGR has not disseminated informational materials in connection with activities which require registration other than general informational material about Cayman Islands which was prepared by Cayman Islands.",445,32,TRUE
858,"Cayman Islands Government, Portfolio of Finance and Economics","Cayman Islands Government, Portfolio of Finance and Economics",,,,Cayman Islands,,555,32,TRUE
1128,"Cayman Islands Government, Portfolio of Finance and Economics","Cayman Islands Government, Portfolio of Finance and Economics",,,,Cayman Islands,"During this reporting period, Registrant's agent, IGR Group, arranged meetings and monitored media relating to the foreign principal. The pronoun ""we"" in Statement answers relating to Cayman refers to IGR Group personnel.",715,32,TRUE
1276,"Cayman Islands Government, Portfolio of Finance and Economics","Cayman Islands Government, Portfolio of Finance and Economics",,,,Cayman Islands,"(a) We have not engaged in investment and trade promotion (b) We have not engaged in public relations to enhance or change the public perception of a foreign government or leader. (c) We arranged two sets of meetings (February 19-20 and March 4-6) for the client. Both itineraries are included (d) We have not delivered or arranged lectures, speeches, press conferences, or media interviews that involve a political or public interest (e) All press releases and informational materials that we have helped the client draft, produce and distribute",809,32,TRUE
2040,"Cayman Islands Government, Portfolio of Finance and Economics","Cayman Islands Government, Portfolio of Finance and Economics",,,,Cayman Islands,"During the months of November, 2009, and December, 2009, Registrant's agent, IGR Group, was engaged in telephone conferences with the client concerning strategic recommendations for the Cayman Islands Government, Portfolio of Finance and Economics. IGR Group reviewed media, political reports and legislative movement daily on issues of interest to the Cayman Islands Government including tax havens, offshore banking, private equity, carried interest, etc., with internal memos and summaries prepared regularly. All activity between Cayman Islands Government, Portfolio of Finance and Economics, and IGR Group terminated December 31, 2009",1268,32,TRUE
2244,Central Bank of Curacao and Sint Maarten,Central Bank of Curacao and Sint Maarten,,,,Curacao,,1404,850,TRUE
2240,Central Bank of Curacao and Sint Maarten (formerly the Bank of the Netherlands Antilles,Central Bank of Curacao and Sint Maarten (formerly the Bank of the Netherlands Antilles,,,,Netherlands,Jones Walker continues to work with The Livingston Group in the representation of the Central Bank of Curacao and Sint Maarten before the U.S. Congress and Executive branch agencies.,1402,849,TRUE
1665,China Chamber of Commerce for Importers & Exporters of Machinery and Electronic Products,China Chamber of Commerce for Importers & Exporters of Machinery and Electronic Products,,,,China,"During the reporting period, we advised the foreign principal regarding U.S. China trade issues.",1048,580,TRUE
2594,China Chamber of Commerce for Importers & Exporters of Machinery and Electronic Products,China Chamber of Commerce for Importers & Exporters of Machinery and Electronic Products,,,,China,"During the reporting period, we advised the foreign principal regarding U.S. China trade issues.",1627,580,TRUE
2611,China Chamber of Commerce for Importers & Exporters of Machinery and Electronic Products,China Chamber of Commerce for Importers & Exporters of Machinery and Electronic Products,,,,China,"During the reporting period, we advised the foreign principal regarding U.S. China trade issues.",1628,580,TRUE
1666,"China Chamber of Commerce for Importers and Exporters of Metals, Minerals and Chemicals","China Chamber of Commerce for Importers and Exporters of Metals, Minerals and Chemicals",,,,China,"During the reporting period, we advised the foreign principal regarding U.S. China trade issues.",1048,581,TRUE
2595,"China Chamber of Commerce for Importers and Exporters of Metals, Minerals and Chemicals","China Chamber of Commerce for Importers and Exporters of Metals, Minerals and Chemicals",,,,China,"During the reporting period, we advised the foreign principal regarding U.S. China trade issues.",1627,581,TRUE
2612,"China Chamber of Commerce for Importers and Exporters of Metals, Minerals and Chemicals","China Chamber of Commerce for Importers and Exporters of Metals, Minerals and Chemicals",,,,China,"During the reporting period, we advised the foreign principal regarding U.S. China trade issues.",1628,581,TRUE
235,China Daily of Beijing,China Daily of Beijing,,,,China,"Foreign Principal: China Daily in Beijing, China. ""China Daily"" is an English full service newspaper, originally published in China for the benefit of people who do not speak Chinese. The newspaper is published worldwide. China Daily Distribution Corporation in Washington D.C. is the newspaper's agent in North America and Europe. Services rendered to the foreign principal are: printing through contract with printer of China Daily in Beijing, China, directly from photography negatives; distribution of the newspaper subscription in the United States",153,33,TRUE
802,China Daily of Beijing,China Daily of Beijing,,,,China,"""China Daily"" is an English full service newspaper, originally published in China for the benefit of people who do not speak Chinese. The newspaper is published worldwide. China Daily Distribution Corporation in New York, NY is the newspaper's agent in North America and Europe. Services rendered to the foreign principal are printing through contract with printer of China Daily in Beijing, China, directly from photograph negatives and distribution of the newspaper subscription in the United States.",514,33,TRUE
954,China Daily of Beijing,China Daily of Beijing,,,,China,"Foreign Principal: China Daily in Beijing, China, ""China Daily"" is an English full service newspaper, originally published in China for the benefit of people who do not speak Chinese. The newspaper is published worldwide. China Daily Distribution Corporation in New York, NY is the newspaper's agent in North America and Europe. Services rendered to the foreign principal is printing through contract with printer of China Daily in Beijing, China, directly from photograph negatives and distribution of the newspaper subscription in the United States.",620,33,TRUE
984,China Daily of Beijing,China Daily of Beijing,,,,China,"Foreign Principal: China Daily in Beijing, China. ""China Daily"" is an English full service newspaper, originally published in China for the benefit of people who do not speak Chinese. The newspaper is published worldwide. China Daily Distribution Corporation in New York, NY is the newspaper's agent in North America and Europe. Services rendered to the foreign principal is printing through contract with the printer of China Daily in Beijing, China, directly from photograph negatives and distribution of the newspaper subscription in the United States.",636,33,TRUE
1801,China Daily of Beijing,China Daily of Beijing,,,,China,"""China Daily"" is an English full service newspaper, originally published in China for the benefit of people who do not speak Chinese. The newspaper is published worldwide. China Daily Distribution Corporation in New York, NY is the newspaper's agent in North America and Europe. Services rendered to the foreign principal are printing through contract with the printer of China Daily in Beijing, China, directly from photograph negatives and distribution of the newspaper subscription in the United States.",1129,33,TRUE
1802,China Daily of Beijing,China Daily of Beijing,,,,China,"""China Daily"" is an English full service newspaper, originally published in China for the benefit of people who do not speak Chinese. The newspaper is published worldwide. China Daily Distribution Corporation in New York, NY is the newspaper's agent in North America and Europe. Services rendered to the foreign principal are printing through contract with the printer of China Daily in Beijing, China, directly from photograph negatives and distribution of the newspaper subscription in the United States.",1130,33,TRUE
231,China National Tourism Administration (CNTA),China National Tourism Administration (CNTA),,Beijing,,China,"Jan. Adventure Show, New York Feb. New York Times Travel Show, New York March Seatrade, Miami Jun. Inaugural tourist group from China to the States",149,34,TRUE
1242,China National Tourism Administration (CNTA),China National Tourism Administration (CNTA),,Beijing,,China,,789,34,TRUE
1795,China National Tourism Administration (CNTA),China National Tourism Administration (CNTA),,Beijing,,China,,1123,34,FALSE
1796,China National Tourism Administration (CNTA),China National Tourism Administration (CNTA),,Beijing,,China,,1124,34,FALSE
438,China Ocean Shipping Company,China Ocean Shipping Company,,,,China,"All of the services performed on behalf of COSCO during the reporting period were ordinary legal services falling outside the scope of registrable activities as defined under the Department's Guidelines, such as compliance with state corporate and business laws. Accordingly, Registrant has terminated registrable activities for this foreign principal during this reporting period, as indicated in the response to Item 7. The specific responses are as follows: We had communications to and from the Immigration and Naturalization Service and the Department of State with respect to routine visa inquiries for COSCO employees. Any contacts with persons in trade and maritime related business related to our representation of COSCO were related to commercial, administrative or judicial proceedings outside the scope of reportable activities under the Department's Guidelines.",258,35,TRUE
898,China Shipping (Group) Company,China Shipping (Group) Company,,,,China,"Advice on Federal Maritime Commission matters, including advice regarding compliance with agreement filing requirements of the Shipping Act of 1984, and the requirements of the National Highway Traffic and Safety Administration (NHTSA) with respect to the registration, labeling and physical requirements applicable to imported container chassis and trailers.",575,36,TRUE
902,China Shipping (Group) Company,China Shipping (Group) Company,,,,China,"Advice regarding U.S. regulatory requirements applicable to the liner shipping activities of China Shipping Container Lines in the U.S. foreign commerce, including Federal Maritime Commission (FMC) agreement filing requirements and other FMC matters arising under the Shipping Act of 1984 and advice related to the importation of container chassis and trailers as regulated by the National Highway Traffic and Safety Administration.",576,36,TRUE
1018,China Shipping (Group) Company,China Shipping (Group) Company,,,,China,"Regarding U.S. regulatory requirements applicable to the liner shipping activities of China Shipping Container Lines in the U.S. foreign commerce, including Federal Maritime Commission (FMC) agreement filing requirements and other FMC matters arising under the Shipping Act of 1984.",650,36,TRUE
1338,China Shipping (Group) Company,China Shipping (Group) Company,,,,China,"Advice to China Shipping Group regarding U.S. regulatory requirements applicable to the liner shipping activities of China Shipping Container Lines in the US foreign commerce, including compliance with the regulations of the Office of Foreign Asset Controls and the Federal Maritime Commission.",843,36,TRUE
2170,China Shipping (Group) Company,China Shipping (Group) Company,,,,China,"Advice to China Shipping Group regarding U.S. regulatory requirements applicable to the liner shipping activities of China Shipping Container Lines in the US foreign commerce, including compliance with the regulations of the Office of Foreign Asset Controls and the Federal Maritime Commission. Advice to China Shipping Group regarding a preference claim made by Linens & Things bankruptcy, and a potential dispute between China Shipping and Bed Bath & Beyond with respect to a service contract between China Shipping and BB&B.",1344,36,TRUE
2171,China Shipping (Group) Company,China Shipping (Group) Company,,,,China,"Advice to China Shipping Group regarding U.S. regulatory requirements applicable to the liner shipping activities of China Shipping Container Lines in the US foreign commerce, including compliance with the regulations of the Federal Maritime Commission. Advice to China Shipping Group regarding a preference claim made by Linens & Things in the Linens & Things bankruptcy. Advice regarding employment law matters and advice on U.S. customs and tax issues related to the sale of used containers in the United States.",1345,36,TRUE
2172,China Shipping (Group) Company,China Shipping (Group) Company,,,,China,"Advice to China Shipping Group regarding U.S. regulatory requirements applicable to the liner shipping activities of China Shipping Container Lines in the US foreign commerce, including compliance with the regulations of the Federal Maritime Commission. Advice to China Shipping Group regarding a preference claim made by Linens & Things in the Linens & Things bankruptcy. Advice regarding employment law matters.",1346,36,FALSE
1993,City Government of St. Petersburg,City Government of St. Petersburg,,,,Russia,,1238,317,TRUE
1003,City of Amsterdam Kingdom of the Netherlands,City of Amsterdam Kingdom of the Netherlands,,,,Netherlands,,643,37,TRUE
193,"City of Amsterdam, Kingdom of Netherlands","City of Amsterdam, Kingdom of Netherlands",,,,Netherlands,#NAME?,133,37,TRUE
201,"City of Amsterdam, Kingdom of Netherlands","City of Amsterdam, Kingdom of Netherlands",,,,Netherlands,General legal representation.,134,37,TRUE
1971,City of London,City of London,,,,United Kingdom,"Registrant provided logistical and scheduling support to City of London for visits to Washington, DC during the six month period.",1222,707,TRUE
105,City of Osaka,City of Osaka,,Osaka,,Japan,"JETRO Chicago also serves as branch office of the City of Osaka, Japan. As such, JETRO Chicago engages, to a limited extent, in activities to promote mutually beneficial economic and business relations between the United States and the City of Osaka. As part of such activities, JETRO Chicago provides information and materials relating to the City of Osaka. It also monitors U.S. economic and market conditions for the City of Osaka.",75,38,TRUE
1588,City of Osaka,City of Osaka,,Osaka,,Japan,"JETRO, Chicago also serves as branch office of the City of Osaka, Japan. As such, JETRO Chicago engages, to a limited extent, in activities to promote mutually beneficial economic and business relations between the United States and the City of Osaka. As part of such activities, JETRO Chicago provides information and materials relating to the City of Osaka. It also monitors U.S. economic and market conditions for the City of Osaka.",1001,38,TRUE
2567,City of Osaka,City of Osaka,,Osaka,,Japan,"Until March 31, 2010, JETRO Chicago also served as branch office of the City of Osaka, Japan. As such, JETRO Chicago engaged, to a limited extent, in activities to promote mutually beneficial economic and business relations between the United States and the City of Osaka. As part of such activities. JETRO Chicago provided information and materials relating to the City of Osaka. It also monitored U.S. economic and market conditions for the City of Osaka through this period.",1616,38,TRUE
2566,"City of Osaka, Japan","City of Osaka, Japan",,,,Japan,"JETRO Chicago also serves as branch office of the City of Osaka, Japan. As such, JETRO Chicago engages, to a limited extent, in activities to promote mutually beneficial economic and business relations between the United States and the City of Osaka. As part of such activities, JETRO Chicago provides information and materials relating to the City of Osaka. It also monitors U.S. economic and market conditions for the City of Osaka.",1615,38,TRUE
1600,"City of Osaka, Osaka, Japan","City of Osaka, Osaka, Japan",,,,Japan,"City of Osaka, Japan: JETRO Chicago also serves as branch office of the City of Osaka, Japan. As such, JETRO Chicago engages, to a limited extent, in activities to promote mutually beneficial economic and business relations between the United States and the City of Osaka. As part of such activities, JETRO Chicago provides information and materials relating to the City of Osaka. It also monitors U.S. economic and market conditions for the City of Osaka.",1011,38,TRUE
1037,City of Sunderland,City of Sunderland,,,,England,"Development of marketing materials, initiation of controls regarding establishment of business activity in sunderland, England, responding to requests for information",665,39,TRUE
1253,City of Sunderland,City of Sunderland,,,,England,"Development of marketing materials, initiation of controls regarding establishment of business activity in Sunderland, England, responding to requests for information",798,39,TRUE
2217,City of Sunderland,City of Sunderland,,,,United Kingdom,"Development of marketing materials, initiation of controls regarding establishment of business activity in Sunderland, ENGLAND responding to requests for information.",1383,39,TRUE
467,"City of Sunderland, England","City of Sunderland, England",,,,United Kingdom,"Development of marketing materials, initiation of controls regarding establishment of business activity in Sunderland, England, responding to requests for information.",278,39,TRUE
468,"City of Sunderland, England","City of Sunderland, England",,,,United Kingdom,"Development of marketing materials, initiation of controls regarding establishment of business activity in Sunderland, England, responding to requests for information",279,39,TRUE
2216,"City of Sunderland, England","City of Sunderland, England",,,,United Kingdom,"Development of marketing materials, initiation of controls regarding establishment of business activity in sunderland, England, responding to requests for new information",1382,39,TRUE
2562,City of Yokohama,City of Yokohama,"1-1 Minato-cho, Naka-ku, Yokohama-shi",Kanagawa,,Japan,"JETRO Los Angeles also serves as a branch office of the City of Yokohama Government. As such, JETRO Los Angeles engages, to a limited extent, in activities to promote mutually beneficial economic and business relations between the United States and the City of Yokohama Government. As part of such activities, JETRO Los Angeles provides information and materials relating to the City of Yokohama Government. It also monitors U.S. economic and market conditions for the City of Yokohama Government",1613,40,TRUE
102,"City of Yokohama, Kanagawa, Japan","City of Yokohama, Kanagawa, Japan","1-1 Minato-cho, Naka-ku","Yokohama, Kanagawa 231-0017",,Japan,"JETRO Los Angeles also serves as a branch office of the City of Yokohama Government. As such, JETRO Los Angeles engages, to a limited extent, in activities to promote mutually beneficial economic and business relations between the United States and the City of Yokohama Government. As part of such activities, JETRO Los Angeles provides information and materials relating to the City of Yokohama Government. It also monitors U.S. economic and market conditions for the City of Yokohama Government.",73,40,TRUE
749,"CMO-HOPE, Office of the Prime Minister, Haiti","CMO-HOPE, Office of the Prime Minister, Haiti",,,,Haiti,"Activities for the CMO-HOPE involved an effort to seek amendments to the HOPE Act of 2009, which is trade legislation providing preferential access for Haitian exports to the U.S. market. This effort has primarily involved assisting CMO-HOPE in the preparation of memoranda, analyzing trade data, working on proposals for such amendments and related technical input, and scheduling meetings and various emailexchanges with congressional offices, and some other non-governmental institutions. In addition to the work related to the HOPE Act amendments, assistance work was done for the effort of CMO-HOPE to seek congressional support for funding a worker rights monitoring program in Haiti.",480,41,TRUE
973,CNIA - Critical National Infrastructural Authority,CNIA - Critical National Infrastructural Authority,"Airport Road, Al Bapeen Air Base",,,Abu Dhabi,,630,88,TRUE
978,CNIA (Critical National Infrastructural Authority),CNIA (Critical National Infrastructural Authority),,,,United Arab Emirates,,631,88,TRUE
2458,Colombia Is Passion/Government of Colombia through The Fratelli Group,Colombia Is Passion/Government of Colombia through The Fratelli Group,,,,Colombia,"Contacted members of the media in connection with the Colombia Is Passion's educational exhibit, Discover Colombia Through Its Heart. Wrote and disseminated informational materials. Provided counsel to Colombia Is Passion on their communications strategy for the educational exhibit",1543,981,TRUE
336,Comision Nacional de Zonas Francas (Nicaragua),Comission Nacional de Zonas Francas (Nicaragua),,,,Nicaragua,"Samuels International Associates, Inc. provided advice, expertise and counsel to the CNZF of the government of Nicaragua concerning issues related to the implementation of the DR-CAFTA and to the evolving issues in US-Nicaraguan trade relations.",209,42,TRUE
338,Comission Nacional de Zonas Francas (Nicaragua),Comission Nacional de Zonas Francas (Nicaragua),,,,Nicaragua,"Samuels International Associates, Inc. provided advice, expertise and counsel to the Comission de Nacional de Zonas Francas of the Government of Nicaragua concerning issues related to the implementation of the DR-CAFTA and to evoling issues in US-Nicaraguan trade relations.",210,42,TRUE
2156,Comission Nacional de Zonas Francas (Nicaragua),Comission Nacional de Zonas Francas (Nicaragua),,,,Nicaragua,"Samuels International Associates, Inc. provided advice, expertise and counsel to the Comission Nacional de Zonas Francas of the Government of Nicaragua concerning issues related to the Implementation of the DR-CAFTA and to evolving issues in U.S.-Nicaraguan relations",1331,42,TRUE
2158,Comission Nacional de Zonas Francas (Nicaragua),Comission Nacional de Zonas Francas (Nicaragua),,,,Nicaragua,"Samuels International Associates, Inc. provided advice, expertise and counsel to the Comission Nacional de Zonas Francas of the Government of Nicaragua concerning issues related to the Implementation of the DR-CAFTA and to evolving issues in U.S.-Nicaraguan relations.",1332,42,FALSE
2491,"Commercial Procurement Office of Defense Cooperation, Netherlands","Commercial Procurement Office of Defense Cooperation, Netherlands",,,,Netherlands,"Overall Defense Budget and Planning - QDR, Spending Trends, Legislation, Strike Fighter Programs and Policy, Cargo and Tanker Aircraft Programs and Policy, Defense Trade Policy, Export and Technology Policy- Export Control Reform Process, Buy American Protectionism Policy",1572,1002,TRUE
2494,"Commercial Procurement Office of Defense Cooperation, Netherlands","Commercial Procurement Office of Defense Cooperation, Netherlands",,,,Netherlands,"Provided oral and written analysis and guidance specific to the following programs and policy, Overall Defense Budget and Planning-Spending Trends, Legislation, Strike Fighter Programs and Policy, Cargo and Tanker Aircraft Programs and Policy, Defense Trade Policy, Export and Technology Policy-Export Control Reform Process, Buy American Protectionism Policy",1573,1002,FALSE
475,Commission de Mise en Oeuvre de la Loi HOPE (CMO-HOPE),Commission de Mise en Oeuvre de la Loi HOPE (CMO-HOPE),,,,Haiti,"Sandler, Travis & Rosenberg, P.A. provided advice and counsel regarding the development or regulations, policies and procedures with respect to the implementation of the HOPE ACT.",287,41,TRUE
1017,Commission Nacional de Zonas Francas (Nicaragua),Comission Nacional de Zonas Francas (Nicaragua),,,,Nicaragua,"Samuels International Associates, Inc. provided advice, expertise and counsel to the Commission Nacional de Zonas Francas of the Government of Nicaragua concerning issues related to the implementation of the DR-CAFTA and to evolving issues in US-Nicaragua relations.",649,42,TRUE
1379,Commission Nacional de Zonas Francas (Nicaragua),Comission Nacional de Zonas Francas (Nicaragua),,,,Nicaragua,"Samuels International Associates, Inc. provided advice, expertise and counsel to the Commission Nacional de Zonas Francas of the Government of Nicaragua concerning issues related to the implementation of the DR-CAFTA and to evolving issues in US-Nicaragua relations.",867,42,TRUE
713,Commonwealth of Australia,Commonwealth of Australia,,,,Australia,"Advised the Commonwealth of Australia (through its Embassy) and its Embassy's staff on U.S. farm bill policy, including procedures and Congressional activities that related to the U.S. farm bill. Represented the Commonwealth (through its Embassy) in communications with Congressional staff concerning market-oriented policies that would support the future development and competitiveness of U.S. agriculture.",454,44,TRUE
482,Commonwealth of Dominica,Commonwealth Of Dominica,,,,Commonwealth of Dominica,"Vessel Registration and Certification Services, Vessel Inspections, Mariner Certification and Assessments",292,377,TRUE
822,Commonwealth Of Dominica,Commonwealth Of Dominica,,,,Commonwealth of Dominica,"Vessel registration and certification services, Vessel inspections, Mariner certification and assessments",531,377,TRUE
1214,Commonwealth Of Dominica,Commonwealth Of Dominica,,,,Commonwealth of Dominica,Vessel registration and certification services vessel inspections mariner certification and assessments,768,377,TRUE
1231,Commonwealth Of Dominica,Commonwealth Of Dominica,,,,Commonwealth of Dominica,"Vessel registration and certification services, vessel inspections, mariner certification and assessments",782,377,TRUE
2234,Commonwealth of Dominica,Commonwealth Of Dominica,,,,Commonwealth of Dominica,"Vessel Registration and Certification Services, Vessel Inspections, Mariner Certification and Assessments",1396,377,TRUE
2235,Commonwealth of Dominica,Commonwealth Of Dominica,,,,Commonwealth of Dominica,"Vessel Registration and Certification Services, Vessel Inspections, Mariner Certification and Assessments",1397,377,TRUE
1559,Communication and Public Affairs,Communication and Public Affairs,,,,,,982,,TRUE
2148,Communication and Public Affairs,Communication and Public Affairs,,,,,,1327,,TRUE
2556,Communication and Public Affairs,Communication and Public Affairs,,,,,,1610,,TRUE
1717,Consejo de Promocion Turistica de Mexico S.A. de C.V,Consejo de Promocion Turistica de Mexico S.A. de C.V,,,,Mexico,"From May to October of 2010, Burson-Marsteller (B-M) represented the Mexico Tourism Board (MTB) as its official public relations agency of record promoting Mexico as a tourism destination to the United States and Canada. In that capacity, B-M managed and executed a number of public relations strategies and activities for the MTB including creating and maintaining extensive consumer and trade media lists; daily monitoring and reporting on critical issues about Mexico within the news media in the U.S. and Canada; populating, maintaining and promoting the MTB's official pages within social media such as Facebook, Twitter, YouTube and others; creation and/or translation of content including speeches, talking points, presentations, bylines, etc.; fielding daily media inquiries and requests by providing information, images, quotes, interviews, etc.; creating and distributing a monthly newsletter to thousands of media and travel agents; generating positive media coverage through the creation and distribution of press releases on a variety of subjects; organizing and carrying out press and industry familiarization trips to Mexican tourism destinations; organizing and executing consumer sweepstakes contests; supporting various events, seminars and conferences; and, managing crisis situations and other critical issues.",1082,604,TRUE
544,Conselho Nacional De Carregadores De Angola (C.N.C.),Conselho Nacional De Carregadores De Angola (C.N.C.),,,,Angola,"Foreign Principal: Conselho Nacional De Carregadores De Angola (C.N.C.) Palacio De Vidro, 5o A. Largo 4 De Fevereiro, CXP2223, Republic De Angola under The Direction of the Ministry of Finance, Transport and Communication, under The Port Regulation of the Government of Angola and prior to the arrival of Vessels in Angola: We type and issue the Loading Certificate to the shippers or its agents, process and stamp the cargo manifests and return same to vessel's agent or owner collect fees from shippers or its agent: NVOCC, freight forwarders and/or vessel agents. transfer same to the C.N.C. in Angola, keep records of the Loading Certificates and send twice a month statement of activities.",324,46,TRUE
833,Conselho Nacional De Carregadores De Angola (C.N.C.),Conselho Nacional De Carregadores De Angola (C.N.C.),,,,Angola,"We type and issue the loading certificate to the shippers or its agents, process and stamp the cargo manifests and return same to vessel's agent or owner collect feees from shippers or its agent: NVOCC, freight forwardes and/or vessel agents. Transfer same to the C.N.C. in Angola, keep records of the loading certificates and send twice a month statement of activities.",538,46,TRUE
